problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,batch_n,batch_spread,harness_floor_ns,hostname,commit
opf,pglib_opf_case1354_pegase,casadi-mx,cpu,11192,1,0.0003399909473955631,0.07547000132035464,0.0022599997464567423,0.709886007825844,0.6090949900681153,"obj=mx/jit+buffer,cons=mx/jit+buffer,grad=mx/jit+buffer,jac=mx/buffer,hess=mx/buffer",1.0,,,61605,18866,61605,18866,61605,18866,0.079,,,50,node4410,1c5ba8e
