problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,batch_n,batch_spread,harness_floor_ns,hostname,commit
opf,pglib_opf_case1354_pegase,torch,cpu,11192,1,0.013170996680855751,0.054580988944508135,0.027341011445969343,0.30590199457947165,1.0277789988322183,"obj=plain,cons=plain/compile,grad=plain/compile,jac=vmap/compile,hess=vmap/compile",1.0,8,28,62959,90572,62959,19126,201040,313376,,,,50,node4410,1c5ba8e
