problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,batch_n,batch_spread,harness_floor_ns,hostname,commit
opf,pglib_opf_case9241_pegase,jax,cpu,85568,1,0.018530001398175955,0.9607979882275686,0.04592099867295474,18.788689994835295,35.353322004084475,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.0,40,84,502843,726083,502843,150192,7916480,7187712,,,,50,node4410,1c5ba8e
