problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,batch_n,batch_spread,hostname,commit
opf,examodels,cpu-mt,85568,pglib_opf_case9241_pegase,8,0.0138094269,0.6965559397749834,0.045284950600000005,1.0372568162771958,1.0581921293634498,native,502843,726083,1948,0.03699599054849984,node4410,1c5ba8e
