problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,batch_n,batch_spread,hostname,commit
opf,examodels,cpu,1088,pglib_opf_case118_ieee,1,5.9999999999999995e-5,0.00969,0.00013,0.022189999999999998,0.03282,native,5925,8474,,,node4410,1c5ba8e
