problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,batch_n,batch_spread,hostname,commit
opf,examodels,cpu,85568,pglib_opf_case9241_pegase,1,0.0016899999999999999,0.960178,0.00833,2.060218,2.970796,native,502843,726083,,,node4410,1c5ba8e
