problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,batch_n,batch_spread,harness_floor_ns,hostname,commit
opf,pglib_opf_case118_ieee,torch,cpu,1088,1,0.012249991414137185,0.028739988920278847,0.018959995941258967,0.06864000170025975,0.11579100100789219,"obj=plain,cons=plain/compile,grad=plain/compile,jac=vmap/compile,hess=vmap/compile",1.0,8,20,5925,8474,5925,1868,19128,21760,,,,50,node4410,1c5ba8e
