problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case118_ieee,casadi-mx,cpu,1088,1,0.00254996120929718,0.01546996645629406,0.003220047801733017,0.0791400671005249,0.09705103002488613,"obj=mx/jit,cons=mx/jit,grad=mx/jit,jac=mx/jit,hess=mx/jit",0.99,node4406,0842524
