problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case1354_pegase,torch,cpu,11192,1,0.013780081644654274,0.235001090914011,0.17498084343969822,1.8225980456918478,18.412866163998842,"obj=plain,cons=plain,grad=plain,jac=vmap,hess=vmap",1.0,node4406,0842524
