problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cpu-mt,1088,pglib_opf_case118_ieee,8,0.00013,0.029771,0.00027,0.025375,0.034377,native,5925,8474,node4112,ce525d5
