problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cpu,85568,pglib_opf_case9241_pegase,1,0.0017000000000000001,1.008968,0.00812,2.0580860000000003,3.0032650000000003,native,502843,726083,node4410,ec55dc3
