problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case1354_pegase,torch,cuda,11192,1,0.05427934229373932,0.5101179704070091,0.3011636435985565,3.4682094119489193,26.562903076410294,"obj=plain,cons=plain,grad=plain,jac=vmap,hess=vmap",0.99,node2900,13e4688
