problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case9241_pegase,jax,cuda,85568,1,0.04472816362977028,0.05383789539337158,0.04759291186928749,0.05497783422470093,0.05472870543599129,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.46,node2900,13e4688
