suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,rosenrock,2000,JuMP,2000,1998,5994,13989,1.598e-6,1.4486e-5,4.0139e-5,0.000390823,0.002016538,0.001502585,0.000391073,0.000394309,0.227748403,0,0.0
LV,cragg_levy,20,JuMP,20,18,54,111,1.26e-7,1.41e-7,4.8e-7,1.41e-6,1.1886e-5,1.0243e-5,1.273e-6,1.463e-6,0.000967803,0,0.0
LV,broyden_banded,200000,JuMP,400000,299999,1899981,2599978,0.000299475,0.027996751,0.008234137,0.216114276,0.189789033,0.103974028,0.060268783,365.835864336,42.976835769,0,0.0
LV,modified_brown,2000,JuMP,2000,6,30,3031,1.597e-6,1.649e-6,1.9002e-5,2.363e-6,0.000206894,0.00019671,2.097e-6,8.841e-6,0.011095872,0,0.0
LV,chained_hs47,20,JuMP,20,11,30,48,1.0e-7,2.91e-7,8.0e-7,1.253e-6,9.6e-8,7.6e-8,2.74e-7,1.743e-5,7.4368e-5,0,0.0
LV,chained_hs49,200000,JuMP,200000,133332,399996,399998,0.000150271,0.013422499,0.004084581,0.036840982,0.034515109,0.024697519,0.013277056,78.563439302,24.758660211,0,0.0
LV,chained_hs52,2000,JuMP,2000,1496,3491,4491,1.599e-6,4.5005e-5,1.8795e-5,0.000207206,0.000214001,0.000179969,4.3514e-5,0.010432002,0.013494331,0,0.0
LV,rosenrock,2000,AMPL,2000,1998,5994,3999,5.5846e-5,0.000365209,0.00022577,0.000675374,0.001409493,0.000556745,0.00077645,0.00078317,0.018246691,0,0.0
LV,cragg_levy,20,AMPL,20,18,54,39,1.282e-6,5.84e-7,4.93e-7,1.496e-6,5.186e-6,1.777e-6,2.431e-6,2.457e-6,0.000121876,0,0.0
LV,broyden_banded,200000,AMPL,400000,299999,1899981,899997,0.033484394,0.062690498,0.039773356,0.139080678,0.295452631,0.104765895,0.178353241,0.175158305,3.507787022,0,0.0
LV,modified_brown,2000,AMPL,2000,6,30,3002,3.0035e-5,4.94e-7,4.0293e-5,1.141e-6,0.000100631,5.2438e-5,7.828e-6,1.031e-5,0.008977517,0,0.0
LV,chained_hs47,20,AMPL,20,11,30,36,1.71e-7,1.93e-7,2.0e-7,4.37e-7,1.149e-6,5.08e-7,1.144e-6,1.143e-6,5.0346e-5,0,0.0
LV,chained_hs49,200000,AMPL,200000,133332,399996,266666,0.011355424,0.007252954,0.008020412,0.01513082,0.038652061,0.010518852,0.02326228,0.02331817,0.751796298,0,0.0
LV,chained_hs52,2000,AMPL,2000,1496,3491,2995,2.5867e-5,1.4241e-5,2.5906e-5,3.4583e-5,0.000137407,5.3102e-5,9.1193e-5,9.1285e-5,0.005466135,0,0.0
COPS,bearing,"(35, 35)",JuMP,1369,148,148,4033,7.035e-6,1.34e-7,5.4857e-5,4.1e-8,8.74e-7,5.303e-6,1.82e-7,2.04e-7,0.009193628,0,0.0
COPS,chain,50,JuMP,48,38,159,88,4.9e-8,2.09e-7,8.41e-7,1.693e-6,9.064e-6,2.8e-8,1.575e-6,1.794e-6,0.001193858,0,0.0
COPS,dirichlet,100,JuMP,54163,9463,169724,364793,4.8e-8,0.000312687,0.000101432,0.019452727,0.125161489,9.666e-6,0.017359547,0.020246258,21.795893728,0,0.0
COPS,glider,80,JuMP,406,327,2247,4960,4.9e-8,5.894e-6,1.439e-6,0.000125626,0.000868803,5.4e-8,9.4735e-5,0.000531721,0.089038983,0,0.0
COPS,minsurf,"(5, 5)",JuMP,49,102,102,169,1.4e-7,9.9e-8,2.249e-6,3.9e-8,2.7322e-5,2.7958e-5,1.33e-7,1.07e-7,0.001142345,0,0.0
COPS,polygon,800,JuMP,800,80201,320000,800796,7.09e-7,0.001134291,5.058e-6,0.026336908,0.119044721,0.041693185,0.026260287,0.026445846,5.209994111,0,0.0
COPS,steering,400,JuMP,2006,1608,8008,5600,5.0e-8,2.9163e-5,4.527e-6,0.00027342,0.00045879,1.31e-7,0.000113964,0.006008755,0.048289526,0,0.0
COPS,bearing,"(35, 35)",AMPL,1369,148,148,4033,0.000145074,8.53e-7,0.000159803,1.835e-6,0.000476954,0.000264336,8.959e-6,1.0678e-5,0.01318062,0,0.0
COPS,chain,50,AMPL,48,38,159,24,4.7e-8,9.18e-7,6.5e-8,2.183e-6,3.572e-6,1.126e-6,5.012e-6,4.948e-6,0.000160986,0,0.0
COPS,dirichlet,100,AMPL,153919,109221,615406,261609,5.6261e-5,0.090359076,0.000174418,0.143681286,0.436675256,0.040156729,0.16236575,0.162255852,3.150045044,0,0.0
COPS,glider,80,AMPL,406,327,2247,1134,8.8e-8,0.000415936,9.58e-7,0.000614565,0.002999949,3.3355e-5,0.000662029,0.000663762,0.011866696,0,0.0
COPS,minsurf,"(5, 5)",AMPL,49,102,102,169,5.024e-6,4.19e-7,3.756e-6,9.51e-7,1.2389e-5,5.166e-6,3.059e-6,2.959e-6,0.000420793,0,0.0
COPS,polygon,800,AMPL,800,80201,320000,320400,1.1245e-5,0.01115462,0.003211765,0.023368985,0.093029466,0.019866683,0.032145705,0.03205284,0.434550123,0,0.0
COPS,steering,400,AMPL,2006,1608,8008,1604,2.25e-7,6.4823e-5,9.026e-6,0.000145978,0.000313322,6.5363e-5,0.000282032,0.000282409,0.006963248,0,0.0
