problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case118_ieee,jax,cpu,1088,1,0.005470123142004013,0.04250998608767986,0.0052209943532943726,0.061409780755639076,0.1051898580044508,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",0.98,node4406,0842524
