suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,rosenrock,200000,JuMP,200000,199998,599994,1399989,0.000149099,0.003389291,0.00719525,0.100661497,0.352922152,0.219852649,0.101994654,0.101313457,123.539375673,0,0.0
LV,cragg_levy,2000,JuMP,2000,1998,5994,11991,1.598e-6,1.019e-5,3.3788e-5,0.000264106,0.001669524,0.001209851,0.000267817,0.000268051,0.122021464,0,0.0
LV,trigo_tridiagonal,20,JuMP,20,4,14,35,1.27e-7,1.55e-7,3.63e-7,4.92e-7,4.049e-6,3.638e-6,3.16e-7,1.918e-6,0.000454695,0,0.0
LV,modified_brown,200000,JuMP,200000,6,30,300031,0.000149041,0.000149385,0.003459842,0.000150888,0.026223891,0.022469711,0.000150424,0.000776658,23.431010462,0,0.0
LV,chained_hs47,2000,JuMP,2000,1496,3990,5988,5.993e-6,4.1403e-5,7.559e-6,0.00019294,1.1007e-5,5.169e-6,3.9981e-5,0.007136219,0.007654733,0,0.0
LV,chained_hs50,20,JuMP,20,11,33,48,1.01e-7,2.91e-7,8.07e-7,1.586e-6,9.6e-8,7.5e-8,2.79e-7,1.7565e-5,7.9779e-5,0,0.0
LV,chained_hs52,200000,JuMP,200000,149996,349991,449991,0.000149091,0.021730629,0.003313011,0.050016633,0.036311228,0.022138106,0.021189197,59.692879137,24.709218273,0,0.0
LV,rosenrock,200000,AMPL,200000,199998,599994,399999,0.012975182,0.060212663,0.061040546,0.101560058,0.213802963,0.102618683,0.110846942,0.110947117,2.652044142,0,0.0
LV,cragg_levy,2000,AMPL,2000,1998,5994,3999,0.000159263,0.000123684,8.2462e-5,0.000255157,0.000824426,0.000241906,0.000364539,0.000367788,0.014161833,0,0.0
LV,trigo_tridiagonal,20,AMPL,20,4,14,23,1.061e-6,1.61e-7,3.87e-7,3.7e-7,2.823e-6,1.508e-6,8.54e-7,8.71e-7,6.67e-5,0,0.0
LV,modified_brown,200000,AMPL,200000,6,30,300002,0.009864044,0.000108262,0.009251226,0.000216706,0.023877119,0.011839359,0.000798268,0.00110574,118.942294958,0,0.0
LV,chained_hs47,2000,AMPL,2000,1496,3990,4491,1.8556e-5,2.1154e-5,2.7849e-5,5.5447e-5,0.000194848,6.5499e-5,0.000124088,0.000123685,0.005692961,0,0.0
LV,chained_hs50,20,AMPL,20,11,33,33,1.72e-7,2.18e-7,2.05e-7,5.08e-7,1.098e-6,4.43e-7,1.171e-6,1.179e-6,5.662e-5,0,0.0
LV,chained_hs52,200000,AMPL,200000,149996,349991,299995,0.006385545,0.005395019,0.00555254,0.011210325,0.028241491,0.009281028,0.018500899,0.018740132,0.713451902,0,0.0
COPS,bearing,"(320, 320)",JuMP,103684,1288,1288,310408,0.000569639,1.344e-6,0.005859293,9.4e-8,0.000183489,0.000568973,1.779e-6,2.011e-5,1.626080559,0,0.0
COPS,chain,5000,JuMP,5000,3752,17491,9992,5.0e-8,2.0213e-5,8.978e-6,0.000375082,0.001285526,2.66e-7,0.000365403,0.000373393,0.136381325,0,0.0
COPS,elec,5,JuMP,15,5,15,135,1.25e-7,1.55e-7,5.13e-7,2.97e-7,1.2909e-5,3.838e-6,1.5e-7,7.62e-6,0.000243574,0,0.0
COPS,glider,8000,JuMP,40006,32007,224007,496000,5.0e-8,0.001097518,6.1817e-5,0.024240861,0.111927678,7.065e-6,0.02113845,1.396632558,13.617504032,0,0.0
COPS,minsurf,"(30, 30)",JuMP,1024,1476,1476,3969,8.74e-7,1.195e-6,5.5446e-5,1.04e-7,0.000811137,0.00077475,1.883e-6,1.361e-6,0.029307859,0,0.0
COPS,robot,2,JuMP,28,24,84,76,5.0e-8,3.65e-7,7.85e-7,1.977e-6,3.432e-6,2.9e-8,6.7e-7,1.3477e-5,0.000590153,0,0.0
COPS,steering,42000,JuMP,210006,168008,840008,588000,5.0e-8,0.009527453,0.000351844,0.053390702,0.098537685,3.8147e-5,0.035990253,42.423139732,7.34566681,0,0.0
COPS,bearing,"(320, 320)",AMPL,103684,1288,1288,310408,0.022265176,2.7781e-5,0.023599468,5.4086e-5,0.068444792,0.041600261,0.000460144,0.000532508,11.358216586,0,0.0
COPS,chain,5000,AMPL,5000,3752,17491,2500,8.3e-7,0.000216715,3.147e-6,0.000418464,0.000684196,0.000116553,0.000671008,0.000663457,0.019287805,0,0.0
COPS,elec,5,AMPL,15,5,15,120,2.96e-7,1.45e-7,3.58e-7,3.15e-7,3.488e-6,2.131e-6,8.14e-7,8.26e-7,6.3228e-5,0,0.0
COPS,glider,8000,AMPL,40006,32007,224007,112014,6.19e-6,0.100418497,0.000335812,0.131681764,0.461659541,0.003890579,0.13499848,0.135017752,1.621062869,0,0.0
COPS,minsurf,"(30, 30)",AMPL,1024,1476,1476,3969,0.000212942,6.454e-6,0.000143909,1.4121e-5,0.00046444,0.000187416,4.8811e-5,5.1795e-5,0.010015533,0,0.0
COPS,robot,2,AMPL,28,24,84,42,4.7e-8,8.53e-7,7.2e-8,1.467e-6,4.924e-6,1.123e-6,2.925e-6,2.943e-6,9.5655e-5,0,0.0
COPS,steering,42000,AMPL,210006,168008,840008,168004,0.000118242,0.01991041,0.001797839,0.037799481,0.060390141,0.010030652,0.052701412,0.052619637,1.057446369,0,0.0
OPF-polar,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,JuMP,118,169,612,881,5.5e-8,1.794e-6,9.74e-7,9.506e-6,5.0703e-5,3.8e-8,7.743e-6,7.5807e-5,0.006369611,0,0.0
OPF-polar,pglib_opf_case89_pegase.m,pglib_opf_case89_pegase.m,JuMP,1042,1649,6395,9310,6.0e-8,1.9414e-5,4.453e-6,0.000230055,0.000792605,8.9e-8,0.000175339,0.00151791,0.065360898,0,0.0
OPF-polar,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,JuMP,4254,6097,22214,32123,2.52e-7,9.8112e-5,2.6775e-5,0.000748408,0.003007434,2.8e-7,0.000661237,0.007184973,0.236139648,0,0.0
OPF-polar,pglib_opf_case2312_goc.m,pglib_opf_case2312_goc.m,JuMP,17128,25716,91153,132924,2.65e-7,0.000509015,0.000103629,0.003818875,0.02093241,2.94e-6,0.002988872,0.102586827,1.223678964,0,0.0
OPF-polar,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,JuMP,23028,33154,119665,172920,6.55e-7,0.00062245,0.000190438,0.007454146,0.027719925,3.918e-6,0.005879911,0.17637539,1.43175752,0,0.0
OPF-polar,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,JuMP,36696,56957,210388,307538,3.39e-7,0.00111775,0.000245696,0.014901695,0.050651491,6.561e-6,0.013374277,0.318673908,3.00589633,0,0.0
OPF-polar,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,JuMP,50482,75976,271746,396293,6.13e-7,0.001475462,0.000389014,0.021951033,0.068608774,8.962e-6,0.019326544,0.562801102,4.322327179,0,0.0
OPF-polar,pglib_opf_case10192_epigrids.m,pglib_opf_case10192_epigrids.m,JuMP,89850,139456,511761,749183,1.589e-6,0.004705465,0.000676224,0.043773985,0.130036738,1.6812e-5,0.039917145,1.743418939,7.507479265,0,0.0
OPF-rect,pglib_opf_case3_lmbd.m,pglib_opf_case3_lmbd.m,JuMP,24,34,115,128,5.9e-8,8.79e-7,7.96e-7,2.937e-6,1.61e-6,4.0e-8,1.006e-6,3.8589e-5,0.000374378,0,0.0
OPF-rect,pglib_opf_case60_c.m,pglib_opf_case60_c.m,JuMP,518,857,3127,3176,6.7e-8,2.2542e-5,2.842e-6,8.7641e-5,4.6698e-5,6.7e-8,3.0095e-5,0.001585092,0.008116542,0,0.0
OPF-rect,pglib_opf_case240_pserc.m,pglib_opf_case240_pserc.m,JuMP,2558,4097,15583,16868,1.54e-7,0.000161156,1.6656e-5,0.000533311,0.000406355,1.58e-7,0.000227644,0.015733337,0.03966576,0,0.0
OPF-rect,pglib_opf_case1951_rte.m,pglib_opf_case1951_rte.m,JuMP,15018,25977,91657,102432,3.22e-7,0.000993924,0.000101139,0.003575498,0.002674575,2.486e-6,0.001382685,0.389029223,0.267947211,0,0.0
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,JuMP,19520,33938,116825,135466,1.27e-7,0.001299914,0.000102206,0.005169229,0.004648672,3.291e-6,0.001790173,0.621948524,0.369472005,0,0.0
OPF-rect,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,JuMP,24350,42624,147625,171344,1.94e-7,0.001660906,0.000147625,0.006653482,0.006508703,4.206e-6,0.002336855,0.967650268,0.462688818,0,0.0
OPF-rect,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,JuMP,48552,86137,313885,367368,4.01e-7,0.005285023,0.000327481,0.01621474,0.018310718,8.611e-6,0.007951924,4.031735484,1.183418805,0,0.0
OPF-rect,pglib_opf_case9591_goc.m,pglib_opf_case9591_goc.m,JuMP,83572,149770,548619,643433,3.82e-7,0.010140483,0.000555756,0.03016968,0.035697359,1.5161e-5,0.01521326,11.852517935,2.420711885,0,0.0
