framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
examodels,cpu-mt,20,8,0.00014000000000000001,0.00037,0.0003,0.00067,0.00122,native,54,165,node4406,d33b6b7
examodels,cpu-mt,200,8,0.00016999999999999999,0.00262,0.00091,0.005699999999999999,0.010329999999999999,native,594,1785,node4406,d33b6b7
examodels,cpu-mt,2000,8,0.01182,0.021990000000000003,0.025769999999999998,0.03998,0.07876,native,5994,17985,node4406,d33b6b7
examodels,cpu-mt,20000,8,0.02384,0.047670000000000004,0.098241,0.12065000000000001,0.258752,native,59994,179985,node4406,d33b6b7
examodels,cpu-mt,200000,8,0.208431,0.341052,1.4384569999999999,0.925054,2.00978,native,599994,1799985,node4406,d33b6b7
