suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,wood,2000,JuMP,2000,1993,5979,9978,1.612e-6,7.185e-6,8.3799e-5,0.000261032,0.001707634,0.001292936,0.00025724,0.000267037,0.117180521,0,0.0
LV,broyden_tridiagonal,20,JuMP,20,16,80,137,1.47e-7,1.4e-7,5.47e-7,1.211e-6,1.3749e-5,1.0593e-5,1.191e-6,1.208e-6,0.001285044,0,0.0
LV,trigo_tridiagonal,200000,JuMP,200000,4,14,200015,0.00014925,0.000149517,0.004494435,0.000150491,0.030300217,0.032547317,0.000150101,0.000486571,27.657789726,0,0.0
LV,generalized_brown,2000,JuMP,2000,1998,5994,4998,1.616e-6,7.1896e-5,1.7521e-5,0.000505906,0.000219978,0.000172515,7.1755e-5,0.015126084,0.021692596,0,0.0
LV,chained_hs48,20,JuMP,20,12,48,44,1.02e-7,3.15e-7,8.79e-7,2.758e-6,1.0e-7,6.9e-8,3.01e-7,1.9392e-5,8.3825e-5,0,0.0
LV,chained_hs50,200000,JuMP,200000,149996,449988,599988,0.000594753,0.013436803,0.000688946,0.037611978,0.008214663,0.000593696,0.01283301,71.243874287,2.066929179,0,0.0
LV,chained_hs53,2000,JuMP,2000,1496,3491,4491,1.614e-6,4.4915e-5,2.0537e-5,0.000215543,0.000241612,0.000210927,4.3859e-5,0.008115661,0.013959213,0,0.0
LV,wood,2000,AMPL,2000,1993,5979,3999,0.00011982,0.000213889,0.000136665,0.000437914,0.000963458,0.000344373,0.000539268,0.000525699,0.016880336,0,0.0
LV,broyden_tridiagonal,20,AMPL,20,16,80,57,1.095e-6,6.83e-7,5.31e-7,1.811e-6,9.102e-6,5.678e-6,3.095e-6,3.103e-6,0.000154147,0,0.0
LV,trigo_tridiagonal,200000,AMPL,200000,4,14,200003,0.031038426,0.000105613,0.017272467,0.0002128,0.068502577,0.037371843,0.000777483,0.001055241,0.770405407,0,0.0
LV,generalized_brown,2000,AMPL,2000,1998,5994,3000,7.8769e-5,6.0375e-5,3.89e-5,0.000133452,0.000512467,0.000244666,0.00024466,0.000242845,0.009778407,0,0.0
LV,chained_hs48,20,AMPL,20,12,48,32,1.9e-7,1.97e-7,2.15e-7,4.54e-7,1.042e-6,4.4e-7,1.282e-6,1.289e-6,5.8168e-5,0,0.0
LV,chained_hs50,200000,AMPL,200000,149996,449988,399993,0.005447815,0.009532256,0.006195969,0.02023061,0.038876523,0.010440481,0.029248872,0.029063067,0.923145011,0,0.0
LV,chained_hs53,2000,AMPL,2000,1496,3491,2995,2.4344e-5,1.4053e-5,2.473e-5,3.3464e-5,0.000125851,4.8666e-5,8.918e-5,9.1945e-5,0.005358002,0,0.0
COPS,camshape,2000,JuMP,2000,4003,10000,5997,1.543e-6,8.5597e-5,7.0063e-5,0.000228219,1.6395e-5,1.27e-7,8.0591e-5,0.005226802,0.010680035,0,0.0
COPS,channel,5,JuMP,200,200,1377,40,4.6e-8,1.866e-6,9.05e-7,6.876e-6,1.39e-7,3.5e-8,1.954e-6,4.3709e-5,0.000578963,0,0.0
COPS,elec,200,JuMP,600,200,600,180900,5.82e-7,5.871e-6,0.000855716,1.3698e-5,1.124029459,0.010675971,5.377e-6,0.000373004,1.719144984,0,0.0
COPS,marine,150,JuMP,4815,4792,16326,3644,7.35e-7,4.9967e-5,5.8347e-5,0.000199431,9.607e-6,8.36e-7,5.0172e-5,0.011843747,0.011375351,0,0.0
COPS,pinene,2,JuMP,105,100,438,160,2.15e-7,1.059e-6,1.623e-6,3.568e-6,2.04e-7,1.49e-7,1.101e-6,5.3612e-5,0.000436401,0,0.0
COPS,robot,15000,JuMP,135010,90012,540012,570000,4.9e-8,0.006167108,0.00025276,0.036602678,0.060343393,2.443e-5,0.022849933,17.687451841,5.595132019,0,0.0
COPS,torsion,"(35, 35)",JuMP,1369,1369,1369,4033,7.062e-6,1.125e-6,4.8238e-5,9.9e-8,9.03e-7,5.309e-6,1.725e-6,1.261e-6,0.010252491,0,0.0
COPS,camshape,2000,AMPL,2000,4003,10000,3998,6.348e-6,0.000159636,9.145e-6,0.000385347,0.000729231,0.000235014,0.000538337,0.000532773,0.018995621,0,0.0
COPS,channel,5,AMPL,200,200,1521,40,6.5e-8,3.193e-6,1.51e-7,7.163e-6,6.889e-6,1.975e-6,3.4221e-5,3.4991e-5,0.001235587,0,0.0
COPS,elec,200,AMPL,600,200,600,180300,0.001284791,4.275e-6,0.002535559,1.0395e-5,0.02268499,0.006211075,2.1368e-5,2.5143e-5,0.08312696,0,0.0
COPS,marine,150,AMPL,4815,4792,16326,2594,4.495e-6,9.7278e-5,8.422e-6,0.000221556,0.000382352,0.000132229,0.000484669,0.000471865,0.013670203,0,0.0
COPS,pinene,2,AMPL,105,100,438,130,1.513e-6,1.283e-6,2.347e-6,3.068e-6,1.0225e-5,4.826e-6,1.1626e-5,1.155e-5,0.000481818,0,0.0
COPS,robot,15000,AMPL,135010,90012,540012,210014,4.1984e-5,0.026743808,0.001406711,0.041436858,0.093755477,0.010601587,0.051480481,0.051227616,0.73577817,0,0.0
COPS,torsion,"(35, 35)",AMPL,1369,1369,1369,4033,0.000149621,5.808e-6,0.000141962,1.2757e-5,0.000477214,0.000247803,4.2107e-5,4.1659e-5,0.019469829,0,0.0
OPF-polar,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,JuMP,236,348,1245,1806,5.5e-8,3.573e-6,1.313e-6,1.9761e-5,0.000119286,4.0e-8,1.5874e-5,0.000162458,0.01290392,0,0.0
OPF-polar,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,JuMP,1484,2313,8579,12530,6.0e-8,2.6053e-5,7.525e-6,0.000312099,0.001098048,1.09e-7,0.000263421,0.001974166,0.09242771,0,0.0
OPF-polar,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,JuMP,5432,7978,27681,40316,1.78e-7,0.0001572,3.9385e-5,0.00102769,0.005102181,3.37e-7,0.000881563,0.012222807,0.298982714,0,0.0
OPF-polar,pglib_opf_case2736sp_k.m,pglib_opf_case2736sp_k.m,JuMP,19088,28356,98612,143837,1.1e-7,0.000504043,0.000135642,0.005523428,0.023756235,3.244e-6,0.00374348,0.078587537,1.163980396,0,0.0
OPF-polar,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,JuMP,25086,37813,140724,203851,4.28e-7,0.000986677,0.00021643,0.011468497,0.032595309,4.309e-6,0.008642758,0.466740296,1.902206987,0,0.0
OPF-polar,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,JuMP,42532,66289,245400,358834,3.39e-7,0.001392784,0.000365119,0.019678421,0.060149245,7.628e-6,0.017024987,0.443015598,3.778579416,0,0.0
OPF-polar,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,JuMP,50546,76290,272581,397730,5.57e-7,0.001774971,0.00047551,0.022327457,0.06827341,9.006e-6,0.019841976,0.550925189,4.276746794,0,0.0
OPF-polar,pglib_opf_case13659_pegase.m,pglib_opf_case13659_pegase.m,JuMP,117370,170588,632457,910810,3.092e-6,0.006773275,0.001529982,0.061357002,0.160437129,2.1201e-5,0.048445444,9.282643202,9.203473172,0,0.0
OPF-rect,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,JuMP,118,197,709,758,5.5e-8,5.426e-6,1.022e-6,1.9064e-5,1.0719e-5,4.0e-8,6.755e-6,0.000262982,0.00197106,0,0.0
OPF-rect,pglib_opf_case89_pegase.m,pglib_opf_case89_pegase.m,JuMP,1042,1827,7241,8356,6.0e-8,5.1647e-5,5.656e-6,0.000264293,0.000165763,9.0e-8,7.5847e-5,0.00480375,0.018015707,0,0.0
OPF-rect,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,JuMP,4254,7097,25701,29786,2.51e-7,0.000296096,3.4348e-5,0.000926753,0.000694698,2.81e-7,0.000400871,0.037935906,0.068660374,0,0.0
OPF-rect,pglib_opf_case2312_goc.m,pglib_opf_case2312_goc.m,JuMP,17128,30340,106737,124404,2.65e-7,0.001170724,0.000134383,0.00484521,0.003406611,2.986e-6,0.001558791,0.555572664,0.321685282,0,0.0
OPF-rect,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,JuMP,23028,38860,139315,156618,6.55e-7,0.001556616,0.000221521,0.006531765,0.006267437,3.965e-6,0.002179077,0.952398989,0.491994797,0,0.0
OPF-rect,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,JuMP,36696,64997,240487,281733,3.38e-7,0.004183072,0.0003127,0.013395891,0.014059098,6.52e-6,0.006387392,2.513333149,0.902257829,0,0.0
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,JuMP,50482,88916,315709,365612,6.14e-7,0.005480733,0.000475522,0.016851619,0.019051736,8.979e-6,0.008028574,4.711563757,1.270371696,0,0.0
OPF-rect,pglib_opf_case10192_epigrids.m,pglib_opf_case10192_epigrids.m,JuMP,89850,159834,586541,687875,1.586e-6,0.011785029,0.000839741,0.033976449,0.039820168,1.6821e-5,0.017783991,14.786927474,2.750155244,0,0.0
OPF-polar,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,AMPL,236,348,1303,418,8.8e-8,1.121e-5,3.33e-7,2.4941e-5,5.6288e-5,9.532e-6,4.911e-5,4.8313e-5,0.001486247,0,0.0
OPF-polar,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,AMPL,1484,2313,8869,2742,2.08e-7,0.000136615,4.177e-6,0.000288639,0.000546584,6.7589e-5,0.000465041,0.0004634,0.01100649,0,0.0
OPF-polar,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,AMPL,5432,7978,29171,9695,1.869e-6,0.000499657,1.7181e-5,0.001071457,0.002085951,0.000296926,0.00165532,0.001637015,0.041406365,0,0.0
OPF-polar,pglib_opf_case2736sp_k.m,pglib_opf_case2736sp_k.m,AMPL,19088,28356,104083,34336,3.84e-6,0.00265829,5.5792e-5,0.005807208,0.013993308,0.001305226,0.009269113,0.009109262,0.158137149,0,0.0
OPF-polar,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,AMPL,25086,37813,144219,42807,6.955e-6,0.004456878,7.6605e-5,0.009551359,0.024958259,0.001924224,0.014834819,0.014779649,0.232343208,0,0.0
OPF-polar,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,AMPL,42532,66289,254433,75834,7.911e-6,0.007965364,0.000406393,0.016660946,0.037557906,0.003252656,0.023285186,0.02330377,0.393864596,0,0.0
OPF-polar,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,AMPL,50546,76290,285509,88109,1.2788e-5,0.008634146,0.00048046,0.01756742,0.035682849,0.004073529,0.026713737,0.026756313,0.45361867,0,0.0
OPF-polar,pglib_opf_case13659_pegase.m,pglib_opf_case13659_pegase.m,AMPL,117370,170588,649513,197345,4.604e-5,0.022324262,0.001099988,0.049920812,0.12836514,0.017395092,0.076301442,0.073908343,1.133924718,0,0.0
OPF-rect,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,AMPL,118,183,736,202,6.6e-8,6.34e-6,1.03e-7,1.611e-5,3.0503e-5,9.344e-6,3.0227e-5,3.0109e-5,0.000826419,0,0.0
OPF-rect,pglib_opf_case89_pegase.m,pglib_opf_case89_pegase.m,AMPL,1042,1738,7280,1931,1.72e-7,0.000135144,5.83e-7,0.000309598,0.000634364,0.000100406,0.000473628,0.000471506,0.009447555,0,0.0
OPF-rect,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,AMPL,4254,6597,26640,7072,1.895e-6,0.000513207,4.26e-6,0.001157074,0.002800085,0.000714468,0.001686753,0.001678432,0.039413018,0,0.0
OPF-rect,pglib_opf_case2312_goc.m,pglib_opf_case2312_goc.m,AMPL,17128,28028,110742,30350,4.721e-6,0.002694866,1.2672e-5,0.006546966,0.022367636,0.003067666,0.010059664,0.00995396,0.175858565,0,0.0
OPF-rect,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,AMPL,23028,36007,144230,38783,6.19e-6,0.00384402,1.7029e-5,0.008815388,0.022606118,0.003892568,0.012408972,0.012409049,0.22916398,0,0.0
OPF-rect,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,AMPL,36696,60977,248442,64391,9.058e-6,0.007517634,2.5056e-5,0.017179192,0.060589106,0.010524263,0.024217204,0.024102245,0.408019861,0,0.0
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,AMPL,50482,82446,328504,87694,1.312e-5,0.010424047,3.916e-5,0.023785059,0.086886221,0.017083526,0.034668517,0.034682872,0.570213789,0,0.0
OPF-rect,pglib_opf_case10192_epigrids.m,pglib_opf_case10192_epigrids.m,AMPL,89850,149645,606916,158108,3.1748e-5,0.018311903,0.000104575,0.041923958,0.142516296,0.029266812,0.057972189,0.057821622,1.029156223,0,0.0
