problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case1354_pegase,jax,cuda,11192,1,0.02850499004125595,0.033810967579483986,0.03198999911546707,0.04144699778407812,0.04327797796577215,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.39,node2642,8d2cd8c
