suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,wood,20,JuMP,20,13,39,78,1.27e-7,1.52e-7,8.51e-7,7.67e-7,1.1706e-5,9.772e-6,7.85e-7,7.97e-7,0.000689987,0,0.0
LV,cragg_levy,200000,JuMP,200000,199998,599994,1199991,0.000149266,0.003940636,0.007360258,0.08297101,0.326486387,0.183887219,0.078420667,0.077335568,157.172911764,0,0.0
LV,trigo_tridiagonal,2000,JuMP,2000,4,14,2015,1.602e-6,1.649e-6,2.5687e-5,2.013e-6,0.000265212,0.000282491,1.832e-6,6.84e-6,0.036514346,0,0.0
LV,generalized_brown,20,JuMP,20,18,54,48,1.27e-7,4.7e-7,3.47e-7,4.094e-6,2.017e-6,1.778e-6,4.42e-7,2.8986e-5,0.00018959,0,0.0
LV,chained_hs47,200000,JuMP,200000,149996,399990,599988,0.00059471,0.013614839,0.000684901,0.032362744,0.008347538,0.000581974,0.012720563,51.937337234,1.654777115,0,0.0
LV,chained_hs50,2000,JuMP,2000,1496,4488,5988,5.994e-6,4.733e-5,7.433e-6,0.000263057,1.1475e-5,5.178e-6,4.4372e-5,0.008941343,0.008797659,0,0.0
LV,chained_hs53,20,JuMP,20,11,26,36,1.27e-7,2.89e-7,3.33e-7,1.483e-6,1.996e-6,1.825e-6,2.69e-7,1.7534e-5,0.000109304,0,0.0
LV,wood,20,AMPL,20,13,39,39,4.85e-7,5.61e-7,5.81e-7,1.432e-6,3.394e-6,1.18e-6,2.237e-6,2.221e-6,0.000121191,0,0.0
LV,cragg_levy,200000,AMPL,200000,199998,599994,399999,0.035517231,0.027012772,0.01990691,0.051771899,0.152398435,0.061477473,0.06244336,0.062429531,2.066487001,0,0.0
LV,trigo_tridiagonal,2000,AMPL,2000,4,14,2003,0.00016946,3.33e-7,6.5735e-5,7.52e-7,0.000388726,0.000212031,5.856e-6,9.966e-6,0.005124849,0,0.0
LV,generalized_brown,20,AMPL,20,18,54,30,8.16e-7,3.93e-7,3.02e-7,9.92e-7,3.54e-6,1.986e-6,1.944e-6,1.917e-6,9.0161e-5,0,0.0
LV,chained_hs47,200000,AMPL,200000,149996,399990,449991,0.005472693,0.007885688,0.006170222,0.017828368,0.038121912,0.0144238,0.026143459,0.026170023,0.834205676,0,0.0
LV,chained_hs50,2000,AMPL,2000,1496,4488,3993,1.8724e-5,2.2611e-5,2.7344e-5,6.4909e-5,0.00019499,5.4985e-5,0.000137142,0.000140558,0.006609999,0,0.0
