problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case9241_pegase,jax,cuda,85568,1,0.036692945286631584,0.0385999446734786,0.03263202961534262,0.04615401849150658,0.045539927668869495,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.21,node2642,8d2cd8c
