suite,case,size,config,model_device,solver_device,linear_solver,nvar,ncon,nnzj,nnzh,tparse,tcreate,ttotal,teval_launch_only,tlinsolve_launch_only,tinit,nreps,iter,status,objective,hostname,device,timestamp
rosenbrock,rosenrock,20,cpu-cpu,cpu,cpu,LDLFactorizations,20,18,54,165,0.0,2.504e-5,0.000120251,1.878e-5,1.693e-5,3.4809112548828125e-5,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4412,none,2026-08-05T02:17:55.908
rosenbrock,rosenrock,2000,cpu-cpu,cpu,cpu,LDLFactorizations,2000,1998,5994,17985,0.0,0.000196901,0.007669796,0.001638116,0.0009196250000000002,0.0026559829711914062,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4412,none,2026-08-05T02:17:57.456
rosenbrock,rosenrock,200000,cpu-cpu,cpu,cpu,LDLFactorizations,200000,199998,599994,1799985,0.0,0.009915757,0.787264186,0.16751068700000002,0.10062210699999999,0.23603510856628418,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4412,none,2026-08-05T02:18:01.220
opf,pglib_opf_case1354_pegase.m,1354,cpu-cpu,cpu,cpu,LDLFactorizations,11192,16646,62959,90572,0.00413762,0.001157675,0.367210497,0.03919315200000004,0.157739728,0.028151988983154297,3,44,SOLVE_SUCCEEDED,1.255743148715937e6,node4412,none,2026-08-05T02:18:17.404
opf,pglib_opf_case9241_pegase.m,9241,cpu-cpu,cpu,cpu,LDLFactorizations,85568,130826,502843,726083,0.058115176,0.006332521,5.658868524,0.4398892210000001,3.2235665789999985,0.27853989601135254,2,63,SOLVE_SUCCEEDED,6.217735261022968e6,node4412,none,2026-08-05T02:18:30.204
opf,pglib_opf_case78484_epigrids.m,78478,cpu-cpu,cpu,cpu,LDLFactorizations,674562,1039062,3950953,5708389,0.282030962,0.056571179,119.507949278,6.6354118350000055,85.55288894300008,3.0619900226593018,1,114,SOLVE_SUCCEEDED,1.513008024370502e7,node4412,none,2026-08-05T02:20:31.430
