problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,hostname,commit
opf,pglib_opf_case1354_pegase,torch,cuda,11192,1,0.016554957255721092,0.07251882925629616,0.027230940759181976,0.09290920570492744,0.40224893018603325,"obj=plain/graph,cons=plain/compile,grad=plain/graph,jac=vmap/compile,hess=vmap/compile",0.99,8,28,62959,90572,62959,19126,201040,313376,,node5004,fb27863
