problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
lv,examodels,cpu,20,,1,2.0e-5,0.00019999999999999998,4.9999999999999996e-5,0.00039000000000000005,0.0006799999999999999,native,54,165,node4115,dda8704
lv,examodels,cpu,200,,1,9.999999999999999e-5,0.001902,0.00039000000000000005,0.004135,0.0072699999999999996,native,594,1785,node4115,dda8704
lv,examodels,cpu,2000,,1,0.0008719999999999999,0.018796,0.003564,0.041697,0.07210899999999999,native,5994,17985,node4115,dda8704
lv,examodels,cpu,20000,,1,0.008672,0.18934099999999998,0.035998999999999996,0.415523,0.731378,native,59994,179985,node4115,dda8704
lv,examodels,cpu,200000,,1,0.086769,1.892589,0.36670600000000003,4.183357,7.3269,native,599994,1799985,node4115,dda8704
