framework,device,n,tload_s,tbuild_s,tfirst_grad_s,twarm_grad_s,tfirst_hess_s,twarm_hess_s
examodels,cpu,20,0.312877981,1.63510015,0.018131534,7.0e-8,0.102783002,7.01e-7
examodels,cpu,200,0.271789392,1.641493947,0.018220076,4.0e-7,0.103903141,7.23e-6
examodels,cpu,2000,0.253974595,1.636324903,0.018248726,3.605e-6,0.103432672,7.2269e-5
examodels,cpu,20000,0.256237535,1.633964419,0.018290063,3.6531e-5,0.104139807,0.000730557
examodels,cpu,200000,0.263023429,1.64223457,0.021282277,0.000369179,0.101496443,0.00731965
