suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,rosenrock,20,JuMP,20,18,54,129,1.26e-7,1.61e-7,4.98e-7,1.29e-6,1.4407e-5,1.1317e-5,1.31e-6,1.29e-6,0.001934045,0,0.0
LV,chained_powell,200000,JuMP,200000,2,4,500004,0.000152165,0.000152218,0.008904931,0.000152636,0.06977091,0.059180815,0.000152689,0.000214047,53.311273855,0,0.0
LV,broyden_banded,2000,JuMP,4000,2999,18981,25978,3.131e-6,0.000139799,3.5387e-5,0.001597223,0.001134869,0.000752514,0.000284614,0.038489769,0.103315233,0,0.0
LV,modified_brown,20,JuMP,20,6,30,61,1.26e-7,1.79e-7,3.33e-7,7.42e-7,5.099e-6,4.011e-6,5.09e-7,2.134e-6,0.000458385,0,0.0
LV,chained_hs46,200000,JuMP,200000,133331,399993,799989,0.000151422,0.002092785,0.003561509,0.038705049,0.159980946,0.082590238,0.039697115,0.038438485,31.603991645,0,0.0
LV,chained_hs49,2000,JuMP,2000,1332,3996,3998,1.604e-6,3.7261e-5,1.9522e-5,0.000242875,0.000226449,0.000200066,3.7828e-5,0.009120048,0.016031622,0,0.0
LV,chained_hs52,20,JuMP,20,11,26,36,1.26e-7,2.87e-7,2.92e-7,1.465e-6,1.789e-6,1.544e-6,2.87e-7,1.7763e-5,0.000106644,0,0.0
LV,rosenrock,20,AMPL,20,18,54,39,3.74e-7,1.454e-6,5.21e-7,2.844e-6,6.569e-6,2.983e-6,4.006e-6,3.955e-6,0.000147191,0,0.0
LV,chained_powell,200000,AMPL,200000,2,4,499998,0.021132908,0.000107731,0.013574432,0.000216912,0.0328999,0.003715893,0.000783556,0.001051582,0.662281066,0,0.0
LV,broyden_banded,2000,AMPL,4000,2999,18981,8997,0.000149299,0.000409566,0.000151246,0.000925548,0.001793403,0.000639337,0.001204332,0.001206582,0.027589625,0,0.0
LV,modified_brown,20,AMPL,20,6,30,32,3.21e-7,2.79e-7,3.53e-7,6.78e-7,2.069e-6,9.84e-7,1.336e-6,1.321e-6,7.3571e-5,0,0.0
LV,chained_hs46,200000,AMPL,200000,133331,399993,399997,0.010831009,0.011659638,0.007727747,0.022555269,0.055572744,0.017306929,0.03030546,0.031201995,0.91897884,0,0.0
LV,chained_hs49,2000,AMPL,2000,1332,3996,2666,4.3883e-5,1.7327e-5,2.9197e-5,4.565e-5,0.000186863,4.8219e-5,0.000109461,0.00011418,0.006102424,0,0.0
LV,chained_hs52,20,AMPL,20,11,26,25,2.54e-7,1.45e-7,1.88e-7,2.8e-7,9.7e-7,3.94e-7,9.31e-7,9.3e-7,4.8571e-5,0,0.0
COPS,bearing,"(5, 5)",JuMP,49,28,28,133,2.64e-7,5.2e-8,1.226e-6,3.7e-8,4.8e-8,1.95e-7,6.2e-8,5.4e-8,0.000296651,0,0.0
COPS,catmix,20000,JuMP,460002,400002,1760002,240000,5.5e-8,0.015600871,0.001137309,0.03450974,0.006633594,0.000137822,0.015419743,140.828344338,2.500978626,0,0.0
COPS,dirichlet,20,JuMP,11683,2743,35644,74233,4.9e-8,6.2791e-5,2.0365e-5,0.003195702,0.024652492,1.89e-6,0.002790669,0.003013639,3.812799815,0,0.0
COPS,glider,2,JuMP,16,15,63,124,5.0e-8,2.63e-7,7.68e-7,2.545e-6,1.8959e-5,2.8e-8,1.874e-6,8.318e-6,0.002274001,0,0.0
COPS,methanol,4000,JuMP,120005,120000,647988,636483,8.94e-7,0.001043063,0.00076402,0.020606893,0.070188135,2.2479e-5,0.021445013,0.020953922,3.081505741,0,0.0
COPS,polygon,100,JuMP,100,1276,5000,12596,1.77e-7,3.838e-6,7.43e-7,0.000152132,0.000951834,0.000403247,0.000145151,0.000145819,0.054645606,0,0.0
COPS,steering,5,JuMP,31,28,108,70,5.1e-8,4.41e-7,7.96e-7,2.61e-6,3.756e-6,2.9e-8,9.43e-7,1.714e-5,0.00063391,0,0.0
COPS,bearing,"(5, 5)",AMPL,49,28,28,133,1.877e-6,1.36e-7,2.52e-6,2.88e-7,8.502e-6,5.283e-6,1.098e-6,1.103e-6,0.000339851,0,0.0
COPS,catmix,20000,AMPL,460002,400002,1760002,120000,0.000430647,0.021973298,0.003850623,0.04394988,0.063287485,0.026130801,0.081791655,0.081514447,2.24529054,0,0.0
COPS,dirichlet,20,AMPL,33199,24261,132606,56009,7.069e-6,0.019621954,2.2667e-5,0.031030465,0.089728241,0.006361196,0.034418734,0.034393903,0.608522295,0,0.0
