problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cpu,11192,pglib_opf_case1354_pegase,1,0.00014000000000000001,0.07733699999999999,0.00051,0.188841,0.235715,native,62959,90572,node4115,4bef613
