problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cpu-mt,674562,pglib_opf_case78484_epigrids,8,0.011365,1.578566,0.07059700000000001,2.2961449999999997,3.5913120000000003,native,3950953,5708389,node4115,4bef613
