problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,hostname,commit
opf,pglib_opf_case78484_epigrids,casadi-mx,cpu,674562,1,0.277472659945488,5.93014620244503,0.5760341882705688,68.61467752605677,49.142537638545036,"obj=mx/interp,cons=mx/interp,grad=mx/jit,jac=mx/interp,hess=mx/interp",1.0,,,3872475,1171322,3872475,1171322,3872475,1171322,5.466,node4115,4bef613
