suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,generalized_brown,20,JuMP,20,18,54,48,1.0e-7,3.6e-7,2.3e-7,2.82e-6,1.55e-6,1.25e-6,3.6e-7,1.854e-5,0.000146031,0,0.0
LV,generalized_brown,20,AMPL,20,18,54,30,5.7e-7,3.0e-7,2.4e-7,7.1e-7,2.87e-6,1.6e-6,1.43e-6,1.42e-6,4.56e-5,0,0.0
COPS,marine,2,JuMP,79,56,194,92,1.2e-7,4.5e-7,7.7e-7,1.58e-6,1.1e-7,6.0e-8,4.8e-7,1.791e-5,0.000299351,0,0.0
COPS,marine,2,AMPL,79,56,194,78,2.01e-6,5.5e-7,3.15e-6,1.39e-6,7.9e-6,3.7e-6,3.89e-6,3.88e-6,0.00017341,0,0.0
OPF-polar,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,JuMP,17004,25039,87535,127424,8.0e-8,0.000263531,6.116e-5,0.00446441,0.02745177,1.08e-6,0.006350048,0.062870475,0.860344273,0,0.0
OPF-polar,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,JuMP,96750,150874,558573,817120,1.0e-6,0.00683842,0.000494662,0.055585583,0.18985794,7.13e-6,0.049655857,2.024331034,6.854698733,0,0.0
OPF-rect,pglib_opf_case2000_goc.m,pglib_opf_case2000_goc.m,JuMP,19008,33432,124981,146424,3.7e-7,0.002175199,7.879e-5,0.007254271,0.007717544,1.3e-6,0.004081148,0.556341143,0.348324164,0,0.0
OPF-rect,pglib_opf_case10000_goc.m,pglib_opf_case10000_goc.m,JuMP,76804,132352,467229,542865,1.71e-6,0.013991281,0.000436051,0.033090184,0.033665096,5.26e-6,0.02054879,8.066228736,1.810075882,0,0.0
OPF-polar,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,AMPL,17004,25039,92301,30277,3.08e-6,0.002563172,4.503e-5,0.006758159,0.009309631,0.000681993,0.008611167,0.008610127,0.062263781,0,0.0
OPF-polar,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,AMPL,96750,150874,579285,170380,1.889e-5,0.024853618,0.000442282,0.056847367,0.103770112,0.012985617,0.065954927,0.065831567,0.477334239,0,0.0
OPF-rect,pglib_opf_case2000_goc.m,pglib_opf_case2000_goc.m,AMPL,19008,31432,128734,31878,3.9e-6,0.003924157,1.023e-5,0.008924079,0.030544203,0.002068929,0.01161589,0.011629241,0.1126603,0,0.0
OPF-rect,pglib_opf_case10000_goc.m,pglib_opf_case10000_goc.m,AMPL,76804,122352,486210,134251,2.189e-5,0.017111965,4.727e-5,0.038108526,0.129298633,0.024401297,0.0459912,0.046796314,0.504854869,0,0.0
