suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,rosenrock,200000,JuMP,200000,199998,599994,1399989,7.446e-5,0.003942547,0.003610925,0.103365479,0.468537543,0.298211319,0.107536877,0.106925725,92.473652073,0,0.0
LV,chained_hs47,2000,JuMP,2000,1496,3990,5988,5.88e-6,4.14e-5,5.22e-6,0.000149011,1.005e-5,3.32e-6,4.2381e-5,0.00480323,0.005844255,0,0.0
LV,rosenrock,200000,AMPL,200000,199998,599994,399999,0.012226302,0.102339905,0.059348083,0.151388174,0.316445337,0.106802385,0.158323073,0.157059468,1.944440442,0,0.0
LV,chained_hs47,2000,AMPL,2000,1496,3990,4491,1.808e-5,2.243e-5,2.0291e-5,5.1311e-5,0.00015834,5.5001e-5,9.2701e-5,9.1771e-5,0.002034018,0,0.0
COPS,bearing,"(320, 320)",JuMP,103684,1288,1288,310408,0.000535272,1.02e-6,0.003664415,1.0e-7,4.69e-5,0.000342151,1.37e-6,7.39e-6,1.086982125,0,0.0
COPS,minsurf,"(30, 30)",JuMP,1024,1476,1476,3969,4.7e-7,1.07e-6,3.205e-5,1.1e-7,0.000524462,0.000521873,1.46e-6,1.09e-6,0.020052535,0,0.0
COPS,bearing,"(320, 320)",AMPL,103684,1288,1288,310408,0.03121607,1.9821e-5,0.024828504,4.101e-5,0.108368035,0.048348552,0.000247641,0.000289331,7.558780804,0,0.0
COPS,minsurf,"(30, 30)",AMPL,1024,1476,1476,3969,0.00014295,4.82e-6,0.00010934,1.081e-5,0.000313641,0.000120871,3.293e-5,3.61e-5,0.003665746,0,0.0
OPF-polar,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,JuMP,118,169,612,881,4.0e-8,1.4e-6,6.7e-7,6.44e-6,4.081e-5,3.0e-8,5.35e-6,4.7581e-5,0.004537009,0,0.0
OPF-polar,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,JuMP,23028,33154,119665,172920,6.3e-7,0.000371222,0.00011827,0.007568252,0.037237286,1.45e-6,0.006524157,0.097532608,1.097413199,0,0.0
OPF-rect,pglib_opf_case3_lmbd.m,pglib_opf_case3_lmbd.m,JuMP,24,34,115,128,4.0e-8,6.8e-7,5.3e-7,2.19e-6,1.22e-6,3.0e-8,8.7e-7,2.469e-5,0.000274771,0,0.0
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,JuMP,19520,33938,116825,135466,1.1e-7,0.001886848,7.3561e-5,0.005569583,0.005077342,1.24e-6,0.002631701,0.427877483,0.299928207,0,0.0
OPF-rect,pglib_opf_case30000_goc.m,pglib_opf_case30000_goc.m,JuMP,208624,367752,1261905,1467582,1.53e-6,0.038937173,0.001175065,0.095208149,0.092307867,1.588e-5,0.051967797,47.377396377,5.374239172,0,0.0
OPF-polar,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,AMPL,118,169,639,202,5.0e-8,5.08e-6,1.1e-7,1.026e-5,1.958e-5,3.13e-6,1.826e-5,1.822e-5,0.000290081,0,0.0
OPF-polar,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,AMPL,23028,33154,124975,38783,5.32e-6,0.004461599,7.116e-5,0.009718251,0.014486711,0.000924104,0.012065352,0.012306692,0.083353885,0,0.0
OPF-rect,pglib_opf_case3_lmbd.m,pglib_opf_case3_lmbd.m,AMPL,24,31,122,35,6.0e-8,8.8e-7,6.0e-8,2.08e-6,3.48e-6,1.06e-6,3.5e-6,3.41e-6,6.537e-5,0,0.0
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,AMPL,19520,31192,122318,34446,3.76e-6,0.003827026,9.77e-6,0.008416296,0.025436868,0.002204769,0.010913896,0.011055217,0.094648202,0,0.0
OPF-rect,pglib_opf_case30000_goc.m,pglib_opf_case30000_goc.m,AMPL,208624,337752,1319630,372876,4.413e-5,0.038658555,0.00011376,0.087621113,0.301984024,0.059533783,0.111583834,0.111498794,1.27933773,0,0.0
