suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,augmented_lagrangian,2000,JuMP,2000,1998,5994,7998,8.5e-7,6.14e-6,1.425e-5,0.00012632,0.000787534,0.000564423,0.00012974,0.000130041,0.096280453,0,0.0
LV,augmented_lagrangian,2000,AMPL,2000,1998,5994,6000,6.419e-5,9.95e-5,6.7141e-5,0.000154511,0.000544652,0.000306231,0.000213691,0.000215051,0.005533894,0,0.0
COPS,gasoil,200,JuMP,5203,5200,27190,9402,1.06e-6,2.631e-5,2.365e-5,0.00010297,0.000503672,9.8e-7,0.000122321,0.00011559,0.037874266,0,0.0
COPS,gasoil,200,AMPL,5203,5200,27190,3802,3.0e-6,8.596e-5,5.0e-6,0.000196461,0.000369712,0.00012921,0.000447831,0.000448022,0.008232226,0,0.0
OPF-polar,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,JuMP,15246,23172,84547,123216,2.1e-7,0.000263201,6.269e-5,0.003877627,0.026102734,9.7e-7,0.004296618,0.072270146,0.858395954,0,0.0
OPF-polar,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,JuMP,78748,118702,441065,641188,1.4e-6,0.005028912,0.000457352,0.042935027,0.182479804,5.48e-6,0.042265774,1.387665082,5.867342974,0,0.0
OPF-rect,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,JuMP,5432,9564,32775,38034,1.7e-7,0.000255951,1.96e-5,0.001619627,0.000501802,4.2e-7,0.000339152,0.050884792,0.067529534,0,0.0
OPF-rect,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,JuMP,50546,89320,316817,366514,5.3e-7,0.008669587,0.000254221,0.020543279,0.021294503,3.15e-6,0.011266129,3.585575094,1.215136921,0,0.0
OPF-polar,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,AMPL,15246,23172,87917,25373,2.58e-6,0.002942402,2.874e-5,0.0068648,0.012867086,0.000635023,0.009662592,0.008978239,0.062603092,0,0.0
OPF-polar,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,AMPL,78748,118702,457335,135385,1.755e-5,0.020723711,0.000348142,0.045264357,0.093140045,0.011111829,0.06188675,0.05740225,0.404655262,0,0.0
OPF-rect,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,AMPL,5432,8771,34170,9695,1.24e-6,0.000405242,3.09e-6,0.001379336,0.006151417,0.000491592,0.001885988,0.001643127,0.024438977,0,0.0
OPF-rect,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,AMPL,50546,82805,329644,88109,8.31e-6,0.011751812,2.6191e-5,0.026345884,0.096041818,0.012733206,0.031681558,0.031408836,0.324806434,0,0.0
