suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,broyden_tridiagonal,200000,JuMP,200000,199996,999980,1599977,7.4261e-5,0.004097178,0.003927688,0.108398392,0.464495152,0.288692957,0.107209106,0.108656463,39.121300149,0,0.0
LV,chained_hs51,2000,JuMP,2000,1496,3491,4491,8.6e-7,4.177e-5,1.248e-5,0.000162411,0.000165991,0.0001444,4.293e-5,0.005926816,0.009941793,0,0.0
LV,broyden_tridiagonal,200000,AMPL,200000,199996,999980,599997,0.055364152,0.042605401,0.031121115,0.086246356,0.277195381,0.097083299,0.089113238,0.090626033,1.85288132,0,0.0
LV,chained_hs51,2000,AMPL,2000,1496,3491,2995,2.307e-5,1.448e-5,1.754e-5,3.685e-5,0.000116711,3.843e-5,7.411e-5,7.473e-5,0.001969298,0,0.0
COPS,channel,42000,JuMP,1680000,1680000,11675987,336000,3.0e-8,0.04505287,0.001241485,0.08987169,0.010334921,0.00012636,0.048053743,561.355254593,8.940629321,0,0.0
COPS,rocket,200,JuMP,805,604,3804,5800,3.0e-8,1.015e-5,1.72e-6,7.9711e-5,0.000189271,7.0e-8,3.167e-5,0.000963254,0.025128666,0,0.0
COPS,channel,42000,AMPL,1680000,1680000,12935981,336000,0.000291771,0.079160954,0.001027404,0.183391667,0.219705845,0.022026386,0.559722524,0.559065361,5.406770759,0,0.0
COPS,rocket,200,AMPL,805,604,3804,2211,1.0e-7,4.951e-5,1.94e-6,8.579e-5,0.000409492,6.2181e-5,0.000122191,0.000121651,0.001786177,0,0.0
OPF-polar,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,JuMP,1608,2397,8659,12592,6.0e-8,2.109e-5,6.31e-6,0.00013977,0.000700033,1.2e-7,0.00011907,0.001037235,0.065423025,0,0.0
OPF-polar,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,JuMP,41398,64030,233663,341758,3.4e-7,0.000984164,0.000212441,0.01617079,0.069367021,2.63e-6,0.014325943,0.203074503,2.808304251,0,0.0
OPF-rect,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,JuMP,1484,2637,9829,11112,4.0e-8,7.1271e-5,4.38e-6,0.000231301,0.000137841,1.2e-7,8.7861e-5,0.005061792,0.017262375,0,0.0
OPF-rect,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,JuMP,42532,75527,280381,328615,3.2e-7,0.005680024,0.000217961,0.015147476,0.014931834,2.7e-6,0.008011735,2.215550213,0.799577066,0,0.0
OPF-polar,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,AMPL,1608,2397,9045,2627,2.6e-7,0.000102221,2.26e-6,0.000202981,0.000403102,4.974e-5,0.000308092,0.000302162,0.004325959,0,0.0
OPF-polar,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,AMPL,41398,64030,243289,72109,6.55e-6,0.008853248,0.000178151,0.019485265,0.033631556,0.001820588,0.02308492,0.02309433,0.16549326,0,0.0
OPF-rect,pglib_opf_case162_ieee_dtc.m,pglib_opf_case162_ieee_dtc.m,AMPL,1484,2475,10086,2742,1.9e-7,0.00010389,7.0e-7,0.000225761,0.000523012,0.00012595,0.000342601,0.000345092,0.005050572,0,0.0
OPF-rect,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,AMPL,42532,70908,289210,75834,6.96e-6,0.009309361,2.178e-5,0.02064897,0.072434835,0.007810604,0.024549787,0.024425346,0.237601863,0,0.0
