suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,wood,200000,JuMP,200000,199993,599979,999978,7.455e-5,0.003802226,0.00764521,0.084561298,0.331823648,0.21249445,0.085613663,0.08768723,159.017088625,0,0.0
LV,chained_hs48,2000,JuMP,2000,1332,5328,4664,5.41e-6,3.7881e-5,1.509e-5,0.000262161,8.14e-6,2.79e-6,3.93e-5,0.005790783,0.006064854,0,0.0
LV,wood,200000,AMPL,200000,199993,599979,399999,0.020045511,0.045829473,0.036372376,0.080656223,0.22242915,0.096092134,0.086840268,0.085839194,1.804639358,0,0.0
LV,chained_hs48,2000,AMPL,2000,1332,5328,3332,1.617e-5,1.909e-5,1.773e-5,4.619e-5,0.00011475,3.519e-5,9.341e-5,9.2031e-5,0.002149969,0,0.0
COPS,camshape,170000,JuMP,170000,340003,850000,509997,0.00012529,0.018298913,0.005875144,0.047927871,0.006268625,1.275e-5,0.018354294,7.669969946,1.310393922,0,0.0
COPS,pinene,100,JuMP,5005,5000,22880,3400,7.3e-7,5.735e-5,2.232e-5,0.00017134,9.4e-6,7.4e-7,6.0521e-5,0.011224738,0.00934801,0,0.0
COPS,camshape,170000,AMPL,170000,340003,850000,339998,0.000526062,0.018034746,0.000463312,0.03759542,0.092309183,0.019029581,0.046349087,0.046226627,19.227935724,0,0.0
COPS,pinene,100,AMPL,5005,5000,22880,1900,2.33e-6,7.711e-5,4.24e-6,0.000175331,0.000321562,0.00011857,0.000375892,0.000375712,0.006466377,0,0.0
OPF-polar,pglib_opf_case30_as.m,pglib_opf_case30_as.m,JuMP,236,348,1245,1812,5.0e-8,2.69e-6,9.5e-7,1.475e-5,9.247e-5,4.0e-8,1.133e-5,0.00010495,0.00920937,0,0.0
OPF-polar,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,JuMP,21082,31029,107940,157177,1.1e-7,0.000312872,7.579e-5,0.005923478,0.032130399,1.34e-6,0.004960682,0.052892453,1.080897881,0,0.0
OPF-rect,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,JuMP,266,363,1381,1564,8.0e-8,8.11e-6,1.37e-6,2.638e-5,1.491e-5,6.0e-8,9.9e-6,0.000356292,0.002566936,0,0.0
OPF-rect,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,JuMP,22090,38129,134517,153158,4.4e-7,0.002043094,0.00011177,0.006402861,0.005754348,1.4e-6,0.00303146,0.563762897,0.326400637,0,0.0
OPF-polar,pglib_opf_case30_as.m,pglib_opf_case30_as.m,AMPL,236,348,1303,424,9.0e-8,1.068e-5,2.7e-7,2.186e-5,4.282e-5,7.11e-6,3.809e-5,3.789e-5,0.000575234,0,0.0
OPF-polar,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,AMPL,21082,31029,113955,37588,3.76e-6,0.003856635,6.7731e-5,0.008829767,0.014408464,0.000872895,0.011274973,0.011299213,0.076046623,0,0.0
OPF-rect,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,AMPL,266,339,1428,382,2.4e-7,1.13e-5,4.3e-7,2.657e-5,4.923e-5,1.357e-5,4.616e-5,4.627e-5,0.000671944,0,0.0
OPF-rect,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,AMPL,22090,35261,140188,37720,4.4e-6,0.0045018,1.105e-5,0.009822634,0.031565554,0.002542136,0.012491771,0.012431703,0.110024224,0,0.0
