suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,modified_brown,20,JuMP,20,6,30,61,1.0e-7,1.2e-7,2.3e-7,5.4e-7,3.76e-6,2.87e-6,3.8e-7,1.48e-6,0.000338781,0,0.0
LV,modified_brown,20,AMPL,20,6,30,32,2.5e-7,2.1e-7,2.7e-7,5.0e-7,1.62e-6,7.1e-7,9.8e-7,9.9e-7,3.8731e-5,0,0.0
COPS,glider,2,JuMP,16,15,63,124,3.0e-8,1.9e-7,5.0e-7,1.76e-6,1.34e-5,2.0e-8,1.33e-6,5.43e-6,0.001598537,0,0.0
COPS,glider,2,AMPL,16,15,63,42,3.0e-8,3.42e-6,4.0e-8,5.45e-6,4.58e-5,6.1e-7,6.26e-6,6.26e-6,0.000158491,0,0.0
OPF-polar,pglib_opf_case1951_rte.m,pglib_opf_case1951_rte.m,JuMP,15018,22075,78637,114248,3.0e-7,0.000219971,6.8281e-5,0.00470231,0.025815953,9.6e-7,0.003917318,0.052421399,0.809646532,0,0.0
OPF-polar,pglib_opf_case9591_goc.m,pglib_opf_case9591_goc.m,JuMP,83572,130588,478303,700437,3.7e-7,0.00470452,0.000379602,0.053056562,0.21363891,5.26e-6,0.048973263,1.448435007,6.308505844,0,0.0
OPF-rect,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,JuMP,15246,26778,97585,113590,2.0e-7,0.000996424,6.27e-5,0.004278299,0.003868197,9.7e-7,0.00225696,0.365677692,0.235348605,0,0.0
OPF-rect,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,JuMP,78748,135476,504239,580410,1.41e-6,0.014894805,0.000456942,0.037030931,0.037375472,5.31e-6,0.020948551,8.909031916,1.984666402,0,0.0
OPF-polar,pglib_opf_case1951_rte.m,pglib_opf_case1951_rte.m,AMPL,15018,22075,82515,25737,2.95e-6,0.001981379,3.167e-5,0.005597354,0.008688927,0.000609393,0.007341832,0.007435783,0.055434091,0,0.0
OPF-polar,pglib_opf_case9591_goc.m,pglib_opf_case9591_goc.m,AMPL,83572,130588,497363,148656,1.416e-5,0.020911121,0.000383322,0.04816218,0.084363027,0.007903234,0.055790293,0.057767362,0.395141281,0,0.0
OPF-rect,pglib_opf_case1803_snem.m,pglib_opf_case1803_snem.m,AMPL,15246,24975,100720,25373,2.59e-6,0.003147344,7.48e-6,0.007644863,0.025051549,0.001688027,0.00923958,0.009333901,0.083434213,0,0.0
OPF-rect,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,AMPL,78748,127089,520006,135385,1.733e-5,0.019668535,4.218e-5,0.042323695,0.177613193,0.027534189,0.053568854,0.054088605,0.574758052,0,0.0
