suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,chained_powell,200000,JuMP,200000,2,4,500004,7.418e-5,7.418e-5,0.00468058,7.439e-5,0.044920915,0.036591409,7.4341e-5,8.9111e-5,39.671084433,0,0.0
LV,chained_hs49,2000,JuMP,2000,1332,3996,3998,8.5e-7,3.788e-5,1.598e-5,0.00018887,0.000158691,0.00013946,3.921e-5,0.005623385,0.011309859,0,0.0
LV,chained_powell,200000,AMPL,200000,2,4,499998,0.025686452,2.92e-5,0.010354255,5.876e-5,0.033353445,0.001741127,0.000373761,0.000461792,0.393552294,0,0.0
LV,chained_hs49,2000,AMPL,2000,1332,3996,2666,4.317e-5,1.755e-5,2.121e-5,4.365e-5,0.000148391,3.691e-5,8.114e-5,8.2611e-5,0.002154749,0,0.0
COPS,catmix,20000,JuMP,460002,400002,1760002,240000,4.0e-8,0.024084497,0.000740793,0.05723631,0.006939547,3.3441e-5,0.024242797,86.266486083,2.164905291,0,0.0
COPS,polygon,100,JuMP,100,1276,5000,12596,1.2e-7,3.12e-6,6.0e-7,7.675e-5,0.000609282,0.000288851,7.8631e-5,7.7521e-5,0.040031768,0,0.0
COPS,catmix,20000,AMPL,460002,400002,1760002,120000,0.000246251,0.023283548,0.001041724,0.046429524,0.06681069,0.019736872,0.067246722,0.066656509,1.148243022,0,0.0
COPS,polygon,100,AMPL,100,1276,5000,5050,1.24e-6,7.7201e-5,8.61e-6,0.000147681,0.000407291,8.9351e-5,0.000211131,0.000212251,0.002200649,0,0.0
OPF-polar,pglib_opf_case60_c.m,pglib_opf_case60_c.m,JuMP,518,737,2699,3884,5.0e-8,5.96e-6,1.94e-6,4.259e-5,0.000204771,6.0e-8,3.132e-5,0.000277681,0.019834303,0,0.0
OPF-polar,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,JuMP,24350,35876,125798,183093,1.8e-7,0.000352651,9.8181e-5,0.008403645,0.038861152,1.53e-6,0.00727001,0.069649262,1.445568638,0,0.0
OPF-rect,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,JuMP,282,479,1649,1856,4.0e-8,1.0071e-5,1.16e-6,3.2561e-5,1.817e-5,4.0e-8,1.279e-5,0.000455612,0.003053813,0,0.0
OPF-rect,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,JuMP,23238,41034,146059,167764,4.2e-7,0.00236517,0.00010507,0.007730833,0.00695299,1.56e-6,0.003786776,0.674134697,0.395957039,0,0.0
OPF-polar,pglib_opf_case60_c.m,pglib_opf_case60_c.m,AMPL,518,737,2807,820,1.4e-7,2.493e-5,4.7e-7,5.019e-5,9.159e-5,1.453e-5,7.872e-5,8.272e-5,0.001243445,0,0.0
OPF-polar,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,AMPL,24350,35876,132537,43038,4.45e-6,0.004647639,8.459e-5,0.01006804,0.016421576,0.000995334,0.012952162,0.01263456,0.092082619,0,0.0
OPF-rect,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,AMPL,282,440,1728,485,8.0e-8,1.38e-5,1.4e-7,3.265e-5,5.809e-5,1.6821e-5,5.597e-5,5.602e-5,0.000780973,0,0.0
OPF-rect,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,AMPL,23238,38012,151108,41184,4.46e-6,0.004733889,1.246e-5,0.010456001,0.034268387,0.00252068,0.013424563,0.013069532,0.121692997,0,0.0
