suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,rosenrock,2000,JuMP,2000,1998,5994,13989,8.6e-7,6.9e-6,2.245e-5,0.000211521,0.001833279,0.001098255,0.000210691,0.000214361,0.175396107,0,0.0
LV,chained_hs47,20,JuMP,20,11,30,48,8.0e-8,2.2e-7,5.4e-7,9.0e-7,7.0e-8,5.0e-8,2.3e-7,1.127e-5,5.594e-5,0,0.0
LV,rosenrock,2000,AMPL,2000,1998,5994,3999,3.641e-5,0.000250621,0.00011753,0.000404582,0.000875894,0.000347052,0.000473372,0.000473632,0.010914107,0,0.0
LV,chained_hs47,20,AMPL,20,11,30,36,1.5e-7,1.5e-7,1.6e-7,3.3e-7,8.8e-7,3.7e-7,8.0e-7,8.0e-7,2.877e-5,0,0.0
COPS,bearing,"(35, 35)",JuMP,1369,148,148,4033,6.92e-6,1.1e-7,1.373e-5,4.0e-8,5.3e-7,3.65e-6,1.4e-7,1.8e-7,0.006139447,0,0.0
COPS,minsurf,"(5, 5)",JuMP,49,102,102,169,1.0e-7,8.0e-8,1.81e-6,3.0e-8,1.954e-5,1.912e-5,1.0e-7,8.0e-8,0.000750233,0,0.0
COPS,bearing,"(35, 35)",AMPL,1369,148,148,4033,7.568e-5,6.5e-7,7.4781e-5,1.42e-6,0.000308311,0.000179321,6.54e-6,6.72e-6,0.005424954,0,0.0
COPS,minsurf,"(5, 5)",AMPL,49,102,102,169,4.0e-6,3.2e-7,2.89e-6,7.4e-7,9.08e-6,3.72e-6,2.25e-6,2.27e-6,0.00016963,0,0.0
OPF-polar,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,JuMP,44,53,191,264,4.0e-8,4.4e-7,5.9e-7,1.92e-6,1.135e-5,2.0e-8,1.72e-6,1.363e-5,0.001345416,0,0.0
OPF-polar,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,JuMP,21822,32129,114351,166192,4.1e-7,0.000430512,0.000102041,0.01138802,0.047984409,1.38e-6,0.009937904,0.06615904,1.145264439,0,0.0
OPF-polar,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,JuMP,674562,1039062,3794009,5544672,5.0e-6,0.044251223,0.004659758,0.374833943,1.493650379,4.931e-5,0.331925041,44.051932991,54.993328416,0,0.0
OPF-rect,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,JuMP,19582,34134,117685,136544,1.0e-7,0.002453401,7.38e-5,0.006742409,0.006302807,1.24e-6,0.003371624,0.434560978,0.324882952,0,0.0
OPF-rect,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,JuMP,203374,362569,1349817,1573878,1.72e-6,0.051348099,0.001165995,0.134611093,0.107904869,1.55e-5,0.066343292,61.135923087,6.391518863,0,0.0
OPF-polar,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,AMPL,44,53,201,63,5.0e-8,1.59e-6,7.0e-8,3.21e-6,6.35e-6,9.5e-7,5.46e-6,5.58e-6,9.9701e-5,0,0.0
OPF-polar,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,AMPL,21822,32129,119999,37416,4.21e-6,0.004222587,6.3881e-5,0.009391747,0.015199321,0.000938834,0.011992988,0.012074438,0.080939864,0,0.0
OPF-polar,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,AMPL,674562,1039062,3950953,1171322,0.000118951,0.161620947,0.011547486,0.368248433,0.651754037,0.120562812,0.448849866,0.449792549,3.554691669,0,0.0
OPF-rect,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,AMPL,19582,31388,123164,34662,3.72e-6,0.003671414,9.38e-6,0.008299374,0.026727667,0.002119128,0.011355186,0.011091235,0.100256611,0,0.0
OPF-rect,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,AMPL,203374,338105,1360080,363776,3.751e-5,0.046187534,0.000104841,0.103342823,0.392549951,0.069204597,0.12752573,0.128209073,1.495954764,0,0.0
