suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,wood,20,JuMP,20,13,39,78,1.0e-7,1.1e-7,4.9e-7,5.9e-7,8.23e-6,6.64e-6,5.9e-7,5.9e-7,0.000493062,0,0.0
LV,chained_hs47,200000,JuMP,200000,149996,399990,599988,0.000590262,0.017778448,0.000484613,0.040186466,0.008359797,0.000350342,0.017526667,36.000026927,1.543449201,0,0.0
LV,wood,20,AMPL,20,13,39,39,3.7e-7,4.5e-7,4.6e-7,1.09e-6,2.69e-6,9.2e-7,1.65e-6,1.64e-6,5.895e-5,0,0.0
LV,chained_hs47,200000,AMPL,200000,149996,399990,449991,0.005278223,0.010699006,0.005121562,0.021540044,0.046113041,0.013029687,0.025993283,0.025471451,0.457593812,0,0.0
COPS,camshape,20,JuMP,20,43,100,57,5.0e-8,4.9e-7,5.4e-7,1.42e-6,1.2e-7,2.0e-8,5.3e-7,2.124e-5,9.92e-5,0,0.0
COPS,minsurf,"(280, 280)",JuMP,79524,100816,100816,316969,3.02e-5,8.335e-5,0.004611198,1.615e-5,0.061620187,0.049369248,0.00011437,8.3931e-5,13.34933726,0,0.0
COPS,camshape,20,AMPL,20,43,100,38,9.0e-8,6.2e-7,8.0e-8,1.54e-6,3.22e-6,1.46e-6,2.75e-6,2.67e-6,6.554e-5,0,0.0
COPS,minsurf,"(280, 280)",AMPL,79524,100816,100816,316969,0.058020673,0.000925444,0.046661187,0.001678477,0.13199927,0.060184011,0.004003236,0.003974055,0.78556653,0,0.0
OPF-polar,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,JuMP,266,315,1208,1695,8.0e-8,2.6e-6,1.43e-6,1.265e-5,8.904e-5,6.0e-8,1.062e-5,9.8981e-5,0.008782445,0,0.0
OPF-polar,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,JuMP,22090,32393,115396,167585,4.5e-7,0.000518472,0.00011257,0.008568284,0.036969249,1.4e-6,0.008103053,0.10487126,1.131612748,0,0.0
OPF-rect,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,JuMP,44,63,223,248,4.0e-8,1.38e-6,5.8e-7,4.07e-6,2.38e-6,2.0e-8,1.7e-6,4.928e-5,0.000482492,0,0.0
OPF-rect,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,JuMP,21822,37825,133343,152468,4.1e-7,0.00256375,0.00010202,0.007912212,0.008380514,1.38e-6,0.004243607,0.66080619,0.389355021,0,0.0
OPF-rect,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,JuMP,674562,1196018,4359963,5102458,5.0e-6,0.167072991,0.0047132,0.398353395,0.338007278,5.086e-5,0.235407151,614.945486706,22.380435102,0,0.0
OPF-polar,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,AMPL,266,315,1255,382,2.4e-7,9.92e-6,4.8e-7,2.016e-5,4.21e-5,6.98e-6,3.288e-5,3.28e-5,0.000559512,0,0.0
OPF-polar,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,AMPL,22090,32393,121099,37720,4.65e-6,0.002578441,6.1951e-5,0.005897195,0.010770296,0.000871714,0.008415617,0.008400826,0.070336184,0,0.0
OPF-rect,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,AMPL,44,58,234,63,5.0e-8,1.71e-6,6.0e-8,4.03e-6,6.82e-6,2.05e-6,6.82e-6,6.83e-6,0.000111331,0,0.0
OPF-rect,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,AMPL,21822,34977,138944,37416,4.23e-6,0.002916972,1.103e-5,0.00702069,0.025464329,0.001801168,0.009684272,0.009666231,0.095032306,0,0.0
OPF-rect,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,AMPL,674562,1117540,4516896,1171322,0.000123521,0.120257443,0.000349571,0.278269188,1.190696352,0.211912895,0.37730882,0.374474229,4.510450252,0,0.0
