framework,device,n,tload_s,tbuild_s,tfirst_grad_s,twarm_grad_s,tfirst_hess_s,twarm_hess_s
examodels,cpu,20,0.406017447,2.099698401,0.024132177,1.1e-7,0.140703443,1.11e-6
examodels,cpu,200,0.353871389,2.111466337,0.024215049,5.7e-7,0.143041512,1.131e-5
examodels,cpu,2000,0.412359938,2.103001258,0.024144378,5.39e-6,0.141384078,0.000116211
examodels,cpu,20000,0.431609096,2.100484338,0.024114907,5.517e-5,0.142394587,0.00115303
examodels,cpu,200000,0.33806558,2.111157025,0.02560226,0.000558675,0.14281627,0.011664906
