suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,broyden_tridiagonal,2000,JuMP,2000,1996,9980,15977,1.08e-6,7.64e-6,3.41e-5,0.000206341,0.001779988,0.001086965,0.000207151,0.000208101,0.124282052,0,0.0
LV,chained_hs51,20,JuMP,20,11,26,36,1.0e-7,2.1e-7,2.5e-7,9.9e-7,1.49e-6,1.27e-6,2.6e-7,1.115e-5,8.8071e-5,0,0.0
LV,broyden_tridiagonal,2000,AMPL,2000,1996,9980,5997,0.000133,0.00011286,6.035e-5,0.000230771,0.001080095,0.000600153,0.000334572,0.000336221,0.013234458,0,0.0
LV,chained_hs51,20,AMPL,20,11,26,25,2.2e-7,1.2e-7,1.5e-7,2.4e-7,7.7e-7,3.1e-7,6.8e-7,6.8e-7,2.677e-5,0,0.0
COPS,channel,400,JuMP,16000,16000,111187,3200,3.0e-8,0.000172511,1.226e-5,0.000456702,1.039e-5,1.01e-6,0.000178391,0.058511275,0.036151218,0,0.0
COPS,rocket,2,JuMP,13,10,42,58,3.0e-8,1.8e-7,5.0e-7,7.8e-7,1.59e-6,2.0e-8,3.5e-7,4.4e-6,0.000292661,0,0.0
COPS,channel,400,AMPL,16000,16000,123181,3200,2.0e-6,0.000237991,7.23e-6,0.000553962,0.000566873,0.000145161,0.002409011,0.002644692,0.04336493,0,0.0
COPS,rocket,2,AMPL,13,10,42,33,3.0e-8,3.3e-7,4.0e-8,6.2e-7,3.22e-6,6.3e-7,1.24e-6,1.23e-6,3.242e-5,0,0.0
OPF-polar,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,JuMP,1468,2200,7989,11612,6.0e-8,2.165e-5,5.1e-6,0.000147941,0.000658563,1.2e-7,0.00011244,0.001184935,0.065062955,0,0.0
OPF-polar,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,JuMP,34758,51302,182055,264564,5.7e-7,0.000755234,0.000200491,0.015313217,0.063452287,2.19e-6,0.014030211,0.231702479,2.267194407,0,0.0
OPF-rect,pglib_opf_case118_ieee.m,pglib_opf_case118_ieee.m,JuMP,1088,1775,6561,7460,5.0e-8,4.664e-5,3.89e-6,0.000153151,9.3241e-5,9.0e-8,5.918e-5,0.002797172,0.012651275,0,0.0
OPF-rect,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,JuMP,38814,68798,249623,292062,4.1e-7,0.006699339,0.000199771,0.017361886,0.019926857,2.5e-6,0.010565916,1.855906952,0.850981916,0,0.0
OPF-polar,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,AMPL,1468,2200,8307,2477,2.4e-7,9.4011e-5,2.19e-6,0.000181251,0.000334402,4.419e-5,0.000281831,0.000273881,0.003885977,0,0.0
OPF-polar,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,AMPL,34758,51302,190681,60975,6.46e-6,0.008017585,0.000148641,0.017273325,0.026253045,0.001618447,0.021069331,0.02068073,0.142641211,0,0.0
OPF-rect,pglib_opf_case118_ieee.m,pglib_opf_case118_ieee.m,AMPL,1088,1657,6770,1814,2.8e-7,6.634e-5,6.0e-7,0.000145231,0.000318572,7.853e-5,0.000228381,0.000231781,0.003435575,0,0.0
OPF-rect,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,AMPL,38814,64197,258792,67881,6.37e-6,0.00904398,2.027e-5,0.020014347,0.067463643,0.00916322,0.024165655,0.024615867,0.22487629,0,0.0
