suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,chained_powell,2000,JuMP,2000,2,4,5004,8.5e-7,8.7e-7,2.573e-5,9.6e-7,0.000372802,0.000321661,9.6e-7,1.1e-6,0.017533311,0,0.0
LV,chained_hs49,20,JuMP,20,12,36,38,1.0e-7,2.3e-7,2.3e-7,1.39e-6,1.6e-6,1.35e-6,2.4e-7,1.231e-5,0.00010059,0,0.0
LV,chained_powell,2000,AMPL,2000,2,4,4998,6.344e-5,3.6e-7,3.503e-5,6.6e-7,0.00011363,1.111e-5,4.07e-6,5.59e-6,0.001920069,0,0.0
LV,chained_hs49,20,AMPL,20,12,36,26,3.8e-7,1.4e-7,1.9e-7,3.4e-7,1.06e-6,3.3e-7,8.9e-7,8.6e-7,3.219e-5,0,0.0
COPS,catmix,200,JuMP,4602,4002,17602,2400,4.0e-8,5.542e-5,1.065e-5,0.000179981,7.78e-6,3.3e-7,5.6901e-5,0.009276501,0.009734483,0,0.0
COPS,polygon,10,JuMP,10,16,50,131,9.0e-8,1.3e-7,1.5e-7,4.8e-7,4.41e-6,2.4e-6,5.0e-7,4.9e-7,0.000353452,0,0.0
COPS,catmix,200,AMPL,4602,4002,17602,1200,2.34e-6,6.769e-5,5.82e-6,0.00015588,0.000216701,8.034e-5,0.000323512,0.000323412,0.005587214,0,0.0
COPS,polygon,10,AMPL,10,16,50,55,1.4e-7,4.1e-7,1.2e-7,8.5e-7,2.36e-6,7.8e-7,1.57e-6,1.53e-6,3.6931e-5,0,0.0
OPF-polar,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,JuMP,448,675,2418,3523,4.0e-8,5.33e-6,1.47e-6,3.313e-5,0.000189121,5.0e-8,2.652e-5,0.000218361,0.019557405,0,0.0
OPF-polar,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,JuMP,21608,32092,111396,162501,1.0e-7,0.000349611,9.016e-5,0.010772817,0.044063643,1.36e-6,0.007822224,0.061151907,1.125164911,0,0.0
OPF-rect,pglib_opf_case30_as.m,pglib_opf_case30_as.m,JuMP,236,408,1449,1604,5.0e-8,8.49e-6,1.02e-6,2.804e-5,1.586e-5,4.0e-8,1.043e-5,0.000382222,0.002660402,0,0.0
OPF-rect,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,JuMP,21082,37053,127141,147682,1.1e-7,0.00240135,8.802e-5,0.00692452,0.005642525,1.33e-6,0.003123724,0.50511339,0.392234558,0,0.0
OPF-polar,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,AMPL,448,675,2529,803,9.0e-8,2.404e-5,4.0e-7,4.827e-5,8.8981e-5,1.358e-5,8.2151e-5,8.112e-5,0.001126745,0,0.0
OPF-polar,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,AMPL,21608,32092,117627,38868,3.58e-6,0.00467761,6.9101e-5,0.009989773,0.016636082,0.000924604,0.013045147,0.012887416,0.089607061,0,0.0
OPF-rect,pglib_opf_case30_as.m,pglib_opf_case30_as.m,AMPL,236,378,1506,424,9.0e-8,1.18e-5,1.8e-7,2.744e-5,5.089e-5,1.4911e-5,4.725e-5,4.684e-5,0.000680413,0,0.0
OPF-rect,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,AMPL,21082,34041,133148,37588,3.82e-6,0.004462879,1.015e-5,0.009876623,0.030319522,0.002790012,0.012941776,0.012792655,0.114915601,0,0.0
