suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,generalized_brown,200000,JuMP,200000,199998,599994,499998,7.418e-5,0.037920485,0.001878808,0.089114198,0.026032313,0.01375112,0.036424299,77.696684173,21.478856819,0,0.0
LV,generalized_brown,200000,AMPL,200000,199998,599994,300000,0.018004427,0.025084067,0.01190293,0.042908053,0.080299272,0.019504203,0.047528792,0.049596781,0.81556356,0,0.0
COPS,marine,14000,JuMP,448015,447992,1525976,308184,4.4e-7,0.023621941,0.001901448,0.040881304,0.006733719,3.42e-5,0.021982663,73.491874661,1.750483227,0,0.0
COPS,marine,14000,AMPL,448015,447992,1525976,210184,7.2361e-5,0.019482178,0.000223671,0.040937964,0.074104156,0.021057824,0.05765953,0.057699341,0.946188765,0,0.0
OPF-polar,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,JuMP,18988,28358,98515,143842,8.0e-8,0.000277261,6.024e-5,0.006520836,0.031100515,1.2e-6,0.005856323,0.076424056,0.900966304,0,0.0
OPF-polar,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,JuMP,179562,281733,1045514,1529676,1.1e-6,0.009129289,0.000916374,0.093114346,0.359079777,1.405e-5,0.084128618,8.294652602,14.90023768,0,0.0
OPF-rect,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,JuMP,17004,29805,102859,117240,8.0e-8,0.000906604,6.118e-5,0.003815427,0.003399304,1.08e-6,0.001589867,0.408289096,0.240750964,0,0.0
OPF-rect,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,JuMP,96750,171834,637859,747934,1.0e-6,0.015479476,0.000494512,0.042972813,0.045595824,6.57e-6,0.023161549,13.708404553,2.898065434,0,0.0
OPF-polar,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,AMPL,18988,28358,103983,34339,3.03e-6,0.002891353,5.465e-5,0.00702185,0.012010211,0.000765165,0.009463762,0.009457871,0.071139503,0,0.0
OPF-polar,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,AMPL,179562,281733,1081867,316275,3.471e-5,0.04310623,0.000819625,0.088404203,0.169305139,0.025374554,0.107602578,0.106935193,0.900079539,0,0.0
OPF-rect,pglib_opf_case2383wp_k.m,pglib_opf_case2383wp_k.m,AMPL,17004,27422,107626,30277,3.1e-6,0.002716037,8.28e-6,0.006212301,0.017044641,0.00157744,0.008210374,0.008168513,0.079517146,0,0.0
OPF-rect,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,AMPL,96750,161354,658324,170380,2.089e-5,0.02008879,5.3441e-5,0.045563035,0.176847657,0.025346394,0.055642281,0.05553182,0.590349929,0,0.0
