suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,chained_powell,20,JuMP,20,2,4,54,1.0e-7,1.0e-7,3.6e-7,1.8e-7,4.08e-6,3.34e-6,1.8e-7,1.7e-7,0.000229201,0,0.0
LV,chained_hs48,200000,JuMP,200000,133332,533328,466664,0.000541543,0.02288258,0.005657445,0.059627451,0.008146665,0.000295092,0.023073521,47.368012661,1.295645919,0,0.0
LV,chained_powell,20,AMPL,20,2,4,48,5.5e-7,1.2e-7,2.8e-7,2.0e-7,1.21e-6,2.4e-7,4.8e-7,4.9e-7,3.043e-5,0,0.0
LV,chained_hs48,200000,AMPL,200000,133332,533328,333332,0.00504324,0.007664671,0.00517025,0.015594413,0.04503294,0.006494836,0.021407306,0.021216625,0.459522721,0,0.0
COPS,catmix,3,JuMP,71,62,266,36,4.0e-8,5.3e-7,6.1e-7,2.0e-6,1.1e-7,3.0e-8,5.7e-7,2.019e-5,0.00016453,0,0.0
COPS,pinene,10000,JuMP,500005,500000,2289980,300400,7.5e-7,0.023856316,0.002076338,0.063023713,0.008554954,3.712e-5,0.023746076,95.619776871,2.22710041,0,0.0
COPS,catmix,3,AMPL,71,62,266,18,7.0e-8,8.1e-7,8.0e-8,1.94e-6,2.58e-6,1.12e-6,4.74e-6,5.28e-6,9.2121e-5,0,0.0
COPS,pinene,10000,AMPL,500005,500000,2289980,150400,7.8501e-5,0.023317908,0.000250051,0.048654934,0.118477557,0.02625504,0.073893616,0.075898843,1.347789358,0,0.0
OPF-polar,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,JuMP,282,401,1401,2024,4.0e-8,2.9e-6,1.17e-6,1.406e-5,0.000106461,4.0e-8,1.238e-5,0.00011046,0.010818594,0,0.0
OPF-polar,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,JuMP,23238,34990,125203,182548,4.3e-7,0.000419182,0.000105131,0.008994426,0.041397986,1.55e-6,0.007917442,0.111282745,1.540281831,0,0.0
OPF-rect,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,JuMP,236,408,1449,1598,4.0e-8,8.591e-6,8.3e-7,2.876e-5,1.591e-5,4.0e-8,1.051e-5,0.000391311,0.00268547,0,0.0
OPF-rect,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,JuMP,25086,43551,163607,188462,4.1e-7,0.003306743,0.000115171,0.010981734,0.010216251,1.58e-6,0.005247921,0.95746447,0.48752742,0,0.0
OPF-polar,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,AMPL,282,401,1479,485,8.0e-8,1.232e-5,2.5e-7,2.546e-5,4.906e-5,8.18e-6,4.571e-5,4.61e-5,0.000651623,0,0.0
OPF-polar,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,AMPL,23238,34990,130749,41184,4.53e-6,0.004354447,7.999e-5,0.01014988,0.015278651,0.000991914,0.012725082,0.012709081,0.087938192,0,0.0
OPF-rect,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,AMPL,236,378,1506,418,7.0e-8,1.153e-5,1.3e-7,2.774e-5,4.936e-5,1.438e-5,4.699e-5,4.6251e-5,0.000675653,0,0.0
OPF-rect,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,AMPL,25086,40682,164860,42807,4.63e-6,0.005734483,1.251e-5,0.012307609,0.04267147,0.002953562,0.016056034,0.016060014,0.142684731,0,0.0
