suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,broyden_banded,2000,JuMP,4000,2999,18981,25978,1.59e-6,8.747e-5,2.454e-5,0.001083915,0.000810844,0.000547773,0.000156181,0.019771681,0.079482815,0,0.0
LV,chained_hs52,20,JuMP,20,11,26,36,1.0e-7,2.1e-7,2.1e-7,9.8e-7,1.34e-6,1.16e-6,2.3e-7,1.119e-5,8.6541e-5,0,0.0
LV,broyden_banded,2000,AMPL,4000,2999,18981,8997,0.000144401,0.000228731,8.4971e-5,0.000557782,0.001310816,0.000430472,0.000709753,0.000710733,0.018559401,0,0.0
LV,chained_hs52,20,AMPL,20,11,26,25,2.2e-7,1.0e-7,1.5e-7,2.2e-7,7.4e-7,3.1e-7,6.6e-7,6.5e-7,2.654e-5,0,0.0
COPS,dirichlet,20,JuMP,11683,2743,35644,74233,4.0e-8,5.755e-5,1.48e-5,0.001953649,0.015531608,7.5e-7,0.001456206,0.001535137,2.995569423,0,0.0
COPS,steering,5,JuMP,31,28,108,70,3.0e-8,3.2e-7,5.2e-7,1.83e-6,2.78e-6,2.0e-8,7.5e-7,1.108e-5,0.000476872,0,0.0
COPS,dirichlet,20,AMPL,33199,24261,132606,56009,4.16e-6,0.03205612,1.591e-5,0.047933029,0.114742212,0.003734267,0.049291296,0.050555331,0.436423619,0,0.0
COPS,steering,5,AMPL,31,28,108,24,4.0e-8,6.1e-7,6.0e-8,1.22e-6,2.5e-6,6.1e-7,2.66e-6,2.64e-6,4.67e-5,0,0.0
OPF-polar,pglib_opf_case240_pserc.m,pglib_opf_case240_pserc.m,JuMP,2558,3617,13727,19712,1.4e-7,4.027e-5,1.175e-5,0.000223261,0.001254415,1.9e-7,0.000200501,0.001757467,0.112772032,0,0.0
OPF-polar,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,JuMP,48552,74821,273109,399168,3.8e-7,0.001784328,0.000227901,0.022778489,0.098015557,3.04e-6,0.021496034,0.269650594,3.59139793,0,0.0
OPF-rect,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,JuMP,1608,2791,10027,11672,6.0e-8,7.4951e-5,5.91e-6,0.000244142,0.000148391,1.3e-7,9.457e-5,0.005467794,0.019591595,0,0.0
OPF-rect,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,JuMP,41398,73704,268589,314564,3.4e-7,0.006383578,0.000194231,0.017013074,0.017671927,2.64e-6,0.009423481,2.073239148,0.867500878,0,0.0
OPF-polar,pglib_opf_case240_pserc.m,pglib_opf_case240_pserc.m,AMPL,2558,3617,14207,3904,7.5e-7,0.000150301,4.25e-6,0.000301271,0.000588422,8.628e-5,0.000495502,0.000494423,0.00677545,0,0.0
OPF-polar,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,AMPL,48552,74821,284425,84714,7.62e-6,0.012336543,0.000218691,0.02752789,0.045291437,0.002985503,0.031269516,0.031186436,0.209407502,0,0.0
OPF-rect,pglib_opf_case197_snem.m,pglib_opf_case197_snem.m,AMPL,1608,2594,10406,2627,2.5e-7,0.000109191,7.9e-7,0.000240211,0.000550112,0.00012875,0.000390852,0.000385462,0.005310984,0,0.0
OPF-rect,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,AMPL,41398,68867,278168,72109,6.53e-6,0.010088344,2.085e-5,0.022170697,0.076470493,0.010021034,0.025447591,0.026458175,0.247788849,0,0.0
