suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,cragg_levy,200000,JuMP,200000,199998,599994,1199991,7.488e-5,0.003656008,0.003628838,0.103792776,0.41531235,0.220398094,0.103874165,0.105951094,116.844519037,0,0.0
LV,chained_hs50,2000,JuMP,2000,1496,4488,5988,5.89e-6,4.282e-5,5.21e-6,0.00019305,1.012e-5,3.33e-6,4.371e-5,0.005747904,0.006580867,0,0.0
LV,cragg_levy,200000,AMPL,200000,199998,599994,399999,0.049839789,0.040069328,0.015889376,0.068951658,0.188281419,0.059248989,0.075082225,0.075715257,1.32655733,0,0.0
LV,chained_hs50,2000,AMPL,2000,1496,4488,3993,1.816e-5,2.622e-5,2.049e-5,5.906e-5,0.000147581,4.021e-5,0.00010211,0.000101171,0.00236109,0,0.0
COPS,chain,500000,JuMP,500000,375002,1749991,999992,3.0e-8,0.006113915,0.000654252,0.108323224,0.392403629,3.65e-5,0.106252925,0.108649175,18.081357444,0,0.0
COPS,robot,150,JuMP,1360,912,5412,5700,4.0e-8,1.798e-5,2.49e-6,0.000122501,0.000226001,1.0e-7,4.991e-5,0.001770387,0.029239267,0,0.0
COPS,chain,500000,AMPL,500000,375002,1749991,250000,7.577e-5,0.063248103,0.000245381,0.106199975,0.201426185,0.025356312,0.125913434,0.127576851,1.386459466,0,0.0
COPS,robot,150,AMPL,1360,912,5412,2114,1.4e-7,7.6561e-5,3.21e-6,0.000123031,0.000355102,6.568e-5,0.00016963,0.00016939,0.002127548,0,0.0
OPF-polar,pglib_opf_case118_ieee.m,pglib_opf_case118_ieee.m,JuMP,1088,1539,5703,8198,5.0e-8,1.345e-5,3.51e-6,9.224e-5,0.000467612,9.0e-8,8.115e-5,0.000643353,0.042817181,0,0.0
OPF-polar,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,JuMP,38814,59596,216804,316835,4.1e-7,0.000869974,0.000176801,0.015283361,0.068445763,2.5e-6,0.013265903,0.173634784,2.469379388,0,0.0
OPF-rect,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,JuMP,824,1133,4337,4912,1.9e-7,2.878e-5,3.81e-6,9.183e-5,5.889e-5,1.1e-7,3.796e-5,0.001516146,0.007876371,0,0.0
OPF-rect,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,JuMP,35270,62368,229185,268329,4.0e-7,0.005142421,0.00016326,0.013751015,0.012706971,2.28e-6,0.006859138,1.531590437,0.652640031,0,0.0
OPF-polar,pglib_opf_case118_ieee.m,pglib_opf_case118_ieee.m,AMPL,1088,1539,5925,1814,2.6e-7,6.338e-5,1.68e-6,0.000125451,0.000249081,3.158e-5,0.000182181,0.000180951,0.002808501,0,0.0
OPF-polar,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,AMPL,38814,59596,225989,67881,6.85e-6,0.008673975,0.00016169,0.019103557,0.031718637,0.001700517,0.022905582,0.022944022,0.154017606,0,0.0
OPF-rect,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,AMPL,824,1060,4478,1197,7.9e-7,4.3261e-5,1.31e-6,9.375e-5,0.000204741,4.6911e-5,0.00013969,0.000140711,0.002188709,0,0.0
OPF-rect,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,AMPL,35270,58398,237100,61387,5.98e-6,0.007934863,1.866e-5,0.017396004,0.056660201,0.005697494,0.021368221,0.02104793,0.191563485,0,0.0
