suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,trigo_tridiagonal,200000,JuMP,200000,4,14,200015,7.7051e-5,7.72e-5,0.002645482,7.764e-5,0.022758439,0.023815494,7.743e-5,0.000341352,21.255756921,0,0.0
LV,chained_hs53,2000,JuMP,2000,1496,3491,4491,8.5e-7,4.181e-5,1.384e-5,0.000163131,0.000173521,0.000150681,4.338e-5,0.005579484,0.010046314,0,0.0
LV,trigo_tridiagonal,200000,AMPL,200000,4,14,200003,0.050051668,3.081e-5,0.020024157,6.2241e-5,0.102180105,0.053860305,0.000390952,0.000468442,0.58555442,0,0.0
LV,chained_hs53,2000,AMPL,2000,1496,3491,2995,2.152e-5,1.268e-5,1.746e-5,3.308e-5,0.00010756,3.818e-5,7.0851e-5,7.075e-5,0.001888068,0,0.0
COPS,elec,200,JuMP,600,200,600,180900,3.1e-7,4.48e-6,0.000419681,1.005e-5,0.667532587,0.006112616,4.53e-6,0.000232871,1.266508295,0,0.0
COPS,torsion,"(35, 35)",JuMP,1369,1369,1369,4033,6.95e-6,1.0e-6,1.444e-5,1.1e-7,5.3e-7,3.68e-6,1.37e-6,1.04e-6,0.007080411,0,0.0
COPS,elec,200,AMPL,600,200,600,180300,0.00244306,3.66e-6,0.004140238,7.83e-6,0.021169522,0.004075137,1.684e-5,1.814e-5,0.056288555,0,0.0
COPS,torsion,"(35, 35)",AMPL,1369,1369,1369,4033,7.5371e-5,4.51e-6,7.5611e-5,1.02e-5,0.000310841,0.000172501,2.943e-5,2.974e-5,0.007786174,0,0.0
OPF-polar,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,JuMP,5432,7978,27681,40316,1.7e-7,8.279e-5,2.005e-5,0.000509952,0.005215252,4.1e-7,0.000423072,0.00690861,0.228577925,0,0.0
OPF-polar,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,JuMP,50546,76290,272581,397730,5.4e-7,0.002129489,0.000254281,0.023565753,0.09409192,3.15e-6,0.020100757,0.291271638,3.270993544,0,0.0
OPF-rect,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,JuMP,4254,7097,25701,29786,2.4e-7,0.000192531,1.819e-5,0.000626263,0.000409321,3.5e-7,0.000256411,0.026131304,0.051097152,0,0.0
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,JuMP,50482,88916,315709,365612,5.9e-7,0.007988262,0.000254161,0.021569876,0.022287569,3.14e-6,0.011970648,2.888564763,1.101909779,0,0.0
OPF-polar,pglib_opf_case793_goc.m,pglib_opf_case793_goc.m,AMPL,5432,7978,29171,9695,1.25e-6,0.000357051,1.07e-5,0.000743833,0.001358465,0.00020483,0.001062835,0.001145414,0.015281861,0,0.0
OPF-polar,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,AMPL,50546,76290,285509,88109,8.87e-6,0.010831234,0.000214641,0.02491557,0.042916822,0.002941362,0.030350902,0.02979326,0.205492543,0,0.0
OPF-rect,pglib_opf_case500_goc.m,pglib_opf_case500_goc.m,AMPL,4254,6597,26640,7072,1.4e-6,0.000287661,3.06e-6,0.000641812,0.001532366,0.000364281,0.001190315,0.001146585,0.01484977,0,0.0
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,AMPL,50482,82446,328504,87694,9.16e-6,0.011219025,2.614e-5,0.02485492,0.099955171,0.015971635,0.030485532,0.031003845,0.332505123,0,0.0
