suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,broyden_banded,20,JuMP,40,29,171,238,1.0e-7,7.3e-7,3.5e-7,7.47e-6,6.54e-6,4.83e-6,1.19e-6,2.225e-5,0.000682803,0,0.0
LV,chained_hs51,200000,JuMP,200000,149996,349991,449991,9.862e-5,0.029264528,0.002118279,0.065018793,0.028102852,0.016851144,0.028423393,45.159674677,19.103369579,0,0.0
LV,broyden_banded,20,AMPL,40,29,171,87,1.0e-6,1.53e-6,5.5e-7,3.84e-6,8.55e-6,3.56e-6,5.71e-6,5.66e-6,0.0001007,0,0.0
LV,chained_hs51,200000,AMPL,200000,149996,349991,299995,0.008991266,0.005932224,0.004490408,0.011032314,0.041004234,0.006034544,0.01497219,0.015071711,0.333225226,0,0.0
COPS,dirichlet,5,JuMP,3718,1483,10504,19753,3.0e-8,1.738e-5,6.89e-6,0.000277961,0.003761305,2.6e-7,0.000222931,0.000241971,0.677784428,0,0.0
COPS,rocket,17000,JuMP,68005,51004,323004,493000,3.0e-8,0.004645959,0.00010423,0.023498355,0.062929852,4.22e-6,0.015767173,3.720112088,3.42164231,0,0.0
COPS,dirichlet,5,AMPL,10564,8331,42081,17459,1.34e-6,0.008810288,4.83e-6,0.013554799,0.030584804,0.000914894,0.014542542,0.014478711,0.101533054,0,0.0
COPS,rocket,17000,AMPL,68005,51004,323004,187011,1.004e-5,0.022770007,0.000283412,0.035501381,0.081014474,0.007511542,0.039010936,0.039176387,0.241535228,0,0.0
OPF-polar,pglib_opf_case200_activ.m,pglib_opf_case200_activ.m,JuMP,1456,2116,7431,10815,9.0e-8,1.954e-5,5.82e-6,0.00012079,0.000634742,1.3e-7,0.00010494,0.000999564,0.058519289,0,0.0
OPF-polar,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,JuMP,37872,56917,203613,296835,7.1e-7,0.001211165,0.000218021,0.016809821,0.065235048,2.54e-6,0.014747213,0.390869763,2.190383109,0,0.0
OPF-rect,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,JuMP,1468,2558,9271,9926,6.0e-8,7.004e-5,5.1e-6,0.000227571,0.000136131,1.2e-7,8.6531e-5,0.005521813,0.017786226,0,0.0
OPF-rect,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,JuMP,34758,60624,213389,246806,5.7e-7,0.004959481,0.00020087,0.013415077,0.01406629,2.18e-6,0.007275741,1.730944495,0.663548073,0,0.0
OPF-polar,pglib_opf_case200_activ.m,pglib_opf_case200_activ.m,AMPL,1456,2116,7827,2591,4.7e-7,9.345e-5,2.94e-6,0.000179941,0.000334791,4.476e-5,0.000267701,0.000267832,0.003957966,0,0.0
OPF-polar,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,AMPL,37872,56917,212749,66596,7.7e-6,0.008443616,0.00016374,0.017738516,0.031111832,0.001714047,0.020883089,0.020901539,0.152334458,0,0.0
OPF-rect,pglib_opf_case179_goc.m,pglib_opf_case179_goc.m,AMPL,1468,2379,9550,2477,2.2e-7,9.329e-5,7.0e-7,0.000197321,0.000443762,0.00011206,0.000309101,0.000303501,0.00471169,0,0.0
OPF-rect,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,AMPL,34758,55963,221320,60975,6.49e-6,0.007317261,1.843e-5,0.016190718,0.051912451,0.007229081,0.019299452,0.018776179,0.183908963,0,0.0
