suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,chained_hs46,2000,JuMP,2000,1331,3993,7989,8.7e-7,4.1e-6,1.516e-5,9.341e-5,0.000652653,0.000377391,9.3431e-5,9.4241e-5,0.047353378,0,0.0
LV,chained_hs46,2000,AMPL,2000,1331,3993,3997,4.414e-5,5.1e-5,1.988e-5,8.6451e-5,0.000258212,6.585e-5,0.000127991,0.00012791,0.002524281,0,0.0
COPS,methanol,50,JuMP,1505,1500,8088,8403,8.3e-7,5.53e-6,8.0e-6,3.388e-5,0.000297621,5.0e-7,3.8051e-5,3.7541e-5,0.017983728,0,0.0
COPS,methanol,50,AMPL,1505,1500,8088,2108,2.32e-6,3.998e-5,3.19e-6,8.933e-5,0.000313631,9.095e-5,0.000163151,0.000162141,0.002584961,0,0.0
OPF-polar,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,JuMP,19582,28642,100080,145515,1.0e-7,0.000283801,6.778e-5,0.005341803,0.030183592,1.24e-6,0.004253609,0.046802635,0.911153506,0,0.0
OPF-polar,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,JuMP,203374,313641,1156996,1683585,1.71e-6,0.017769577,0.001166295,0.129495804,0.460058833,1.541e-5,0.111229634,19.003947235,18.065635669,0,0.0
OPF-rect,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,JuMP,18988,33832,116007,135062,8.0e-8,0.001515187,5.69e-5,0.005645295,0.004221539,1.2e-6,0.00219791,0.419220936,0.315639424,0,0.0
OPF-rect,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,JuMP,179562,320537,1194981,1401511,1.11e-6,0.041958233,0.000915314,0.108057211,0.093903239,1.353e-5,0.057688741,40.312692692,5.035784808,0,0.0
OPF-polar,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,AMPL,19582,28642,105565,34662,3.72e-6,0.002784581,5.87e-5,0.00712123,0.010881597,0.000802673,0.009855042,0.009772061,0.068702792,0,0.0
OPF-polar,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,AMPL,203374,313641,1186591,363776,3.741e-5,0.049880682,0.001006074,0.111516995,0.193932855,0.026595353,0.130403275,0.129973523,0.978717734,0,0.0
OPF-rect,pglib_opf_case2737sop_k.m,pglib_opf_case2737sop_k.m,AMPL,18988,31095,121470,34339,3.01e-6,0.003368594,8.62e-6,0.007663503,0.022475486,0.001861568,0.010428094,0.010491425,0.093495118,0,0.0
OPF-rect,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,AMPL,179562,301135,1228884,316275,3.14e-5,0.039292208,9.0781e-5,0.0916862,0.349122505,0.055248395,0.113793794,0.113123201,1.239432553,0,0.0
