suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,augmented_lagrangian,200000,JuMP,200000,199998,599994,799998,9.878e-5,0.003918857,0.00225071,0.078375492,0.258276695,0.148821258,0.078557922,0.080846792,27.906071525,0,0.0
LV,augmented_lagrangian,200000,AMPL,200000,199998,599994,600000,0.025608591,0.038076856,0.027975501,0.057124708,0.174139509,0.119738801,0.062338461,0.063076185,1.330919476,0,0.0
COPS,gasoil,18000,JuMP,468003,468000,2447990,792602,1.07e-6,0.005184602,0.002052689,0.056238175,0.193276312,3.534e-5,0.056147484,0.05742892,6.138097489,0,0.0
COPS,gasoil,18000,AMPL,468003,468000,2447990,288602,7.422e-5,0.027116728,0.000232321,0.054257428,0.139214448,0.021288356,0.089265318,0.088258674,1.489962088,0,0.0
OPF-polar,pglib_opf_case1888_rte.m,pglib_opf_case1888_rte.m,JuMP,14480,21494,76556,111409,2.5e-7,0.000220891,6.772e-5,0.002818831,0.021999998,9.3e-7,0.002104808,0.029848579,0.676548773,0,0.0
OPF-polar,pglib_opf_case9241_pegase.m,pglib_opf_case9241_pegase.m,JuMP,85568,130826,491980,713775,1.1e-6,0.008051732,0.000495282,0.050552183,0.170370373,5.31e-6,0.042065278,3.040533802,6.13478957,0,0.0
OPF-rect,pglib_opf_case1354_pegase.m,pglib_opf_case1354_pegase.m,JuMP,11192,19354,71813,83234,2.3e-7,0.002181948,5.292e-5,0.005232092,0.004423988,7.3e-7,0.001106205,0.198810487,0.17203348,0,0.0
OPF-rect,pglib_opf_case7336_epigrids.m,pglib_opf_case7336_epigrids.m,JuMP,62116,109978,399325,467070,5.4e-7,0.010588603,0.000317682,0.025931144,0.027201899,4.03e-6,0.014196137,4.499657384,1.432568835,0,0.0
OPF-polar,pglib_opf_case1888_rte.m,pglib_opf_case1888_rte.m,AMPL,14480,21494,80287,25020,2.68e-6,0.001701547,3.076e-5,0.00483632,0.006418746,0.000601052,0.006922198,0.006527827,0.05244311,0,0.0
OPF-polar,pglib_opf_case9241_pegase.m,pglib_opf_case9241_pegase.m,AMPL,85568,130826,502843,148747,1.677e-5,0.020859573,0.000374921,0.043563154,0.090324173,0.007850611,0.053605625,0.053336923,0.395421025,0,0.0
OPF-rect,pglib_opf_case1354_pegase.m,pglib_opf_case1354_pegase.m,AMPL,11192,18000,72358,18866,2.17e-6,0.001695287,5.65e-6,0.004212118,0.009912264,0.001064135,0.005810735,0.005753625,0.053343674,0,0.0
OPF-rect,pglib_opf_case7336_epigrids.m,pglib_opf_case7336_epigrids.m,AMPL,62116,102642,413994,107760,1.134e-5,0.013589318,3.214e-5,0.029963917,0.109828847,0.015241495,0.035869813,0.036356225,0.358944687,0,0.0
