suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,bt_n,bt_spread
LV,cragg_levy,20,JuMP,20,18,54,111,1.0e-7,1.1e-7,3.7e-7,9.7e-7,8.95e-6,6.9e-6,1.23e-6,1.04e-6,0.000700423,0,0.0
LV,chained_hs49,200000,JuMP,200000,133332,399996,399998,7.451e-5,0.02069158,0.002071219,0.061937569,0.025800272,0.016057489,0.022451367,45.509372779,19.050845333,0,0.0
LV,cragg_levy,20,AMPL,20,18,54,39,1.09e-6,4.3e-7,3.9e-7,1.12e-6,3.89e-6,1.4e-6,1.85e-6,1.86e-6,5.9051e-5,0,0.0
LV,chained_hs49,200000,AMPL,200000,133332,399996,266666,0.016606886,0.006830637,0.005888193,0.014918799,0.049279987,0.005789314,0.019719339,0.019202187,0.496763512,0,0.0
COPS,chain,50,JuMP,48,38,159,88,3.0e-8,1.6e-7,5.5e-7,1.17e-6,6.73e-6,2.0e-8,1.55e-6,1.25e-6,0.000887023,0,0.0
COPS,polygon,800,JuMP,800,80201,320000,800796,3.8e-7,0.001079115,4.29e-6,0.031268526,0.169434849,0.057644502,0.033384614,0.031394476,4.166606568,0,0.0
COPS,chain,50,AMPL,48,38,159,24,4.0e-8,9.2e-7,5.0e-8,1.92e-6,3.09e-6,8.6e-7,3.81e-6,3.85e-6,6.8211e-5,0,0.0
COPS,polygon,800,AMPL,800,80201,320000,320400,9.88e-6,0.015216021,0.001054174,0.030659793,0.091967129,0.019913059,0.035910144,0.035759283,0.288377366,0,0.0
OPF-polar,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,JuMP,824,987,3802,5349,1.9e-7,8.18e-6,4.18e-6,5.3381e-5,0.000297452,1.1e-7,5.832e-5,0.000349491,0.027915002,0,0.0
OPF-polar,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,JuMP,35270,54428,200010,292282,4.0e-7,0.001084414,0.000181221,0.014825763,0.066926444,2.27e-6,0.014848003,0.148643502,2.385125478,0,0.0
OPF-rect,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,JuMP,448,789,2809,3058,4.0e-8,1.711e-5,1.45e-6,6.085e-5,3.568e-5,5.0e-8,2.442e-5,0.000846153,0.005036481,0,0.0
OPF-rect,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,JuMP,21608,38332,131271,152700,1.0e-7,0.00249288,9.008e-5,0.007297571,0.006647578,1.36e-6,0.003835516,0.583215871,0.39249761,0,0.0
OPF-polar,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,AMPL,824,987,3945,1197,7.9e-7,3.961e-5,1.99e-6,7.9641e-5,0.00015487,2.143e-5,0.000118881,0.00011823,0.001854428,0,0.0
OPF-polar,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,AMPL,35270,54428,207937,61387,6.26e-6,0.008004124,0.000147951,0.016893862,0.030154948,0.001704727,0.02112044,0.02116961,0.14347381,0,0.0
OPF-rect,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,AMPL,448,732,2918,803,8.0e-8,2.7141e-5,2.0e-7,5.8951e-5,0.0001155,2.781e-5,9.092e-5,9.05e-5,0.001363756,0,0.0
OPF-rect,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,AMPL,21608,35212,137494,38868,3.58e-6,0.004550869,9.9e-6,0.010099923,0.031538115,0.003280224,0.013136656,0.012852295,0.108616452,0,0.0
