problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cuda,674562,pglib_opf_case78484_epigrids,1,0.035446,0.136555,0.016847,0.114258,0.131274,native,3950953,5708389,node2642,d8941c6
