framework,device,n,tload_s,tbuild_s,tfirst_grad_s,twarm_grad_s,tfirst_hess_s,twarm_hess_s
examodels,cpu,20,0.364068817,2.093131976,0.023826115,1.1e-7,0.142533159,1.12e-6
examodels,cpu,200,0.305796924,2.088756612,0.023833825,7.3e-7,0.140288802,1.184e-5
examodels,cpu,2000,0.307008957,2.079939324,0.023711475,5.41e-6,0.13949535,0.000118001
examodels,cpu,20000,0.333483591,2.083426056,0.023722214,5.578e-5,0.141070895,0.001156113
examodels,cpu,200000,0.334865955,2.101640703,0.025559591,0.000589752,0.143204682,0.011720167
