framework,device,n,tload_s,tbuild_s,tfirst_grad_s,twarm_grad_s,tfirst_hess_s,twarm_hess_s
examodels,cpu,20,0.352240289,2.109479878,0.024177972,1.1e-7,0.141958674,1.12e-6
examodels,cpu,200,0.309604283,2.105230962,0.024195532,5.7e-7,0.141479751,1.132e-5
examodels,cpu,2000,0.303520512,2.107300469,0.024167052,5.41e-6,0.141044727,0.000114961
examodels,cpu,20000,0.321796305,2.110084703,0.024226132,5.6781e-5,0.14256916,0.001159369
examodels,cpu,200000,0.302005869,2.114675511,0.026588391,0.000580245,0.142255516,0.011721868
