framework,device,n,tload_s,tbuild_s,tfirst_grad_s,twarm_grad_s,tfirst_hess_s,twarm_hess_s
examodels,cpu,20,0.364405574,2.095538155,0.023970555,1.1e-7,0.141082755,1.12e-6
examodels,cpu,200,0.310820297,2.087354066,0.023854104,5.8e-7,0.140863944,1.139e-5
examodels,cpu,2000,0.318882796,2.088567922,0.023786234,5.52e-6,0.140803033,0.000114281
examodels,cpu,20000,0.310982067,2.093970067,0.023880024,5.578e-5,0.14208868,0.001159795
examodels,cpu,200000,0.352791298,2.100033407,0.025006129,0.000580903,0.14209455,0.011731596
