suite,case,size,config,model_device,solver_device,linear_solver,nvar,ncon,nnzj,nnzh,tparse,tcreate,ttotal,teval_launch_only,tlinsolve_launch_only,tinit,nreps,iter,status,objective,hostname,device,timestamp
rosenbrock,rosenrock,20,cpu-cpu,cpu,cpu,LDLFactorizations,20,18,54,165,0.0,2.825e-5,0.000117491,1.8999999999999998e-5,1.71e-5,3.314018249511719e-5,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4513,none,2026-08-04T12:46:29.710
rosenbrock,rosenrock,2000,cpu-cpu,cpu,cpu,LDLFactorizations,2000,1998,5994,17985,0.0,0.000161111,0.006518408,0.001655042,0.0009084179999999999,0.0016698837280273438,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4513,none,2026-08-04T12:46:31.191
rosenbrock,rosenrock,200000,cpu-cpu,cpu,cpu,LDLFactorizations,200000,199998,599994,1799985,0.0,0.008617113,0.754594288,0.16842458000000007,0.09810438,0.24459314346313477,3,7,SOLVE_SUCCEEDED,6.232302087882607,node4513,none,2026-08-04T12:46:35.064
opf,pglib_opf_case1354_pegase.m,1354,cpu-cpu,cpu,cpu,LDLFactorizations,11192,16646,62959,90572,0.004423692,0.001208529,0.361615255,0.03897023500000004,0.15667089600000003,0.02574896812438965,3,44,SOLVE_SUCCEEDED,1.255743148715937e6,node4513,none,2026-08-04T12:46:50.848
opf,pglib_opf_case9241_pegase.m,9241,cpu-cpu,cpu,cpu,LDLFactorizations,85568,130826,502843,726083,0.053096536,0.006258616,5.570664722,0.43835851699999984,3.1653177529999996,0.28228187561035156,2,63,SOLVE_SUCCEEDED,6.217735261022968e6,node4513,none,2026-08-04T12:47:03.392
opf,pglib_opf_case78484_epigrids.m,78478,cpu-cpu,cpu,cpu,LDLFactorizations,674562,1039062,3950953,5708389,0.244473185,0.055558984,119.466631546,6.606644957999997,85.79221705799996,3.000141143798828,1,114,SOLVE_SUCCEEDED,1.513008024370502e7,node4513,none,2026-08-04T12:49:04.764
