problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case118_ieee,jax,cuda,1088,1,0.03609713166952133,0.04058331251144409,0.03769993782043457,0.04951097071170807,0.04697684198617935,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.08,node2901,49a12b4
