problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
opf,pglib_opf_case9241_pegase,jax,cuda,85568,1,0.03764685243368149,0.06461841985583305,0.03728596493601799,0.05151703953742981,0.05149701610207558,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.14,node2901,49a12b4
