problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,batch_n,batch_spread,hostname,commit
opf,examodels,cuda,674562,pglib_opf_case78484_epigrids,1,0.0409476798,0.1817396666666667,0.020730778000000002,0.16546688091391645,0.3509225134568333,native,3950953,5708389,2861,0.07867447503599682,node5003,1c5ba8e
