problem,case,framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,colors_jac,colors_hess,nnz_jac,nnz_hess,unique_jac,unique_hess,computed_jac,computed_hess,tbuild_s,batch_n,batch_spread,harness_floor_ns,hostname,commit
opf,pglib_opf_case118_ieee,jax,cuda,1088,1,0.02912497189613101,0.039965023966125994,0.029056274559211413,0.03971474598614248,0.04584039483548133,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.02,8,20,5925,8474,5925,1868,19128,21760,,2391,0.175433,43,node5003,1c5ba8e
