framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,cpu_wall_ratio,hostname,commit
jax,cpu,20,1,0.004990026354789734,0.0053399708122015,0.004949979484081268,0.005899928510189056,0.016869977116584778,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",0.99,node3621,69525a4
jax,cpu,200,1,0.014320015907287598,0.0166997779160738,0.013639917597174644,0.022460008040070534,0.033179996535182,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",0.99,node3621,69525a4
jax,cpu,2000,1,0.015400117263197899,0.04613003693521023,0.015040161088109016,0.10338006541132927,0.11989986523985863,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.0,node3621,69525a4
jax,cpu,20000,1,0.04025991074740887,0.334292184561491,0.028009992092847824,0.9127450175583363,0.9729750454425812,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/aot,hess=vmap/aot",1.0,node3621,69525a4
jax,cpu,200000,1,0.23919087834656239,3.2202741131186485,0.15535112470388412,8.969969116151333,9.52126202173531,"obj=plain/jit,cons=plain/jit,grad=plain/jit,jac=vmap/jit,hess=vmap/jit",1.0,node3621,69525a4
