framework,device,n,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
examodels,cpu-mt,20,8,0.00014000000000000001,0.00037,0.00029,0.00066,0.00122,native,54,165,node3621,69525a4
examodels,cpu-mt,200,8,0.00016999999999999999,0.00275,0.00105,0.00552,0.01032,native,594,1785,node3621,69525a4
examodels,cpu-mt,2000,8,0.01446,0.023881,0.02664,0.04057,0.07809,native,5994,17985,node3621,69525a4
examodels,cpu-mt,20000,8,0.03592,0.05227,0.137121,0.130551,0.26814200000000005,native,59994,179985,node3621,69525a4
examodels,cpu-mt,200000,8,0.207271,0.33706200000000003,1.2484849999999998,0.953484,1.8661780000000001,native,599994,1799985,node3621,69525a4
