problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,hostname,commit
opf,examodels,cpu,11192,pglib_opf_case1354_pegase,1,0.00031,0.1076,0.00103,0.245282,0.359801,native,62959,90572,node4406,e48ec72
