problem,framework,device,n,case,threads,tobj_ms,tcons_ms,tgrad_ms,tjac_ms,thess_ms,variant,nnzj,nnzh,batch_n,batch_spread,hostname,commit
lv,examodels,cuda,20,,1,0.031175686699999997,0.0052896926,0.0185974837,0.0093220194,0.015340656499999997,native,54,165,10000,0.14210271864484647,node5003,1c5ba8e
lv,examodels,cuda,200,,1,0.030791537600000002,0.0055114492,0.019145060800000002,0.009762688999999998,0.0163095126,native,594,1785,10000,0.1338298101341477,node5003,1c5ba8e
lv,examodels,cuda,2000,,1,0.0411634747,0.015037860399999999,0.0206776939,0.0208719107,0.055909484,native,5994,17985,10000,0.3281747714588442,node5003,1c5ba8e
lv,examodels,cuda,20000,,1,0.0402423515,0.015079846,0.0204812658,0.0209502352,0.0562540086,native,59994,179985,10000,0.33009607657797035,node5003,1c5ba8e
lv,examodels,cuda,200000,,1,0.0396000718,0.0293273281,0.0195494363,0.0415899764,0.1187850345,native,599994,1799985,10000,0.11098448480889744,node5003,1c5ba8e
