suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate
OPF-rect,pglib_opf_case2746wop_k.m,pglib_opf_case2746wop_k.m,ExaModels,19582,31388,123164,155804,1.8e-8,0.000170173,6.132e-6,0.000462285,0.000536303,6.286e-6,0.000541547,0.000494766,0.013941601
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,ExaModels,19520,31192,122318,154653,1.8e-8,0.000168097,6.013e-6,0.000457818,0.000530255,6.304e-6,0.000538381,0.000491405,0.014009839
OPF-rect,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,ExaModels,21822,34977,138944,176194,1.8e-8,0.000200687,6.949e-6,0.000537836,0.000612014,7.226e-6,0.000629327,0.000573946,0.015538805
OPF-rect,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,ExaModels,23028,36007,144230,182622,1.8e-8,0.000206589,7.823e-6,0.000547045,0.000631839,7.966e-6,0.000640759,0.000590267,0.016622073
OPF-rect,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,ExaModels,22090,35261,140188,177708,1.8e-8,0.000203627,7.14e-6,0.000541461,0.000620653,7.363e-6,0.000623572,0.000581263,0.015825902
OPF-rect,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,ExaModels,25086,40682,164860,210171,1.8e-8,0.000264698,7.658e-6,0.000650434,0.000742967,8.155e-6,0.000750774,0.000705377,0.016808
OPF-rect,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,ExaModels,21082,34041,133148,168484,1.8e-8,0.000189469,6.638e-6,0.000504218,0.000584421,6.511e-6,0.000590928,0.0005415,0.014938663
OPF-rect,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,ExaModels,23238,38012,151108,192132,1.8e-8,0.000219785,6.792e-6,0.000578008,0.000668126,6.572e-6,0.000664303,0.000619954,0.016197234
OPF-rect,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,ExaModels,21608,35212,137494,174127,2.0e-8,0.000196794,6.197e-6,0.000521884,0.000600951,6.574e-6,0.0006088,0.000559373,0.015048232
OPF-rect,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,ExaModels,24350,39250,154356,195488,1.8e-8,0.000234427,7.661e-6,0.000592722,0.000683482,7.544e-6,0.000687318,0.000637118,0.016965982
OPF-rect,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,ExaModels,35270,58398,237100,303128,1.8e-8,0.000438689,1.0199e-5,0.000923895,0.001073079,1.018e-5,0.001085606,0.001012031,0.024067619
OPF-rect,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,ExaModels,36696,60977,248442,317971,2.0e-8,0.000465736,9.485e-6,0.000980173,0.001124755,1.094e-5,0.001139062,0.001065689,0.024335492
OPF-rect,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,ExaModels,38814,64197,258792,330375,1.8e-8,0.000498406,1.1295e-5,0.001007986,0.00117377,1.1392e-5,0.001183333,0.001110418,0.02650803
OPF-rect,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,ExaModels,42532,70908,289210,370364,1.8e-8,0.000576961,1.2267e-5,0.001151459,0.001319563,1.2754e-5,0.001331399,0.001248382,0.029434845
OPF-rect,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,ExaModels,34758,55963,221320,280567,1.8e-8,0.000405578,1.055e-5,0.000874833,0.000997292,1.1017e-5,0.000990855,0.000932354,0.025292109
OPF-rect,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,ExaModels,41398,68867,278168,355487,1.8e-8,0.000547792,1.1549e-5,0.001090933,0.001254686,1.1871e-5,0.001266039,0.001192139,0.028415653
OPF-rect,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,ExaModels,37872,61834,245870,312564,1.8e-8,0.000464765,1.0988e-5,0.000967613,0.001122432,1.1617e-5,0.001128557,0.001049425,0.030320899
OPF-rect,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,ExaModels,48552,80479,325202,415449,1.8e-8,0.000660626,1.421e-5,0.001294005,0.001489533,1.4226e-5,0.001498402,0.001411087,0.035901819
OPF-rect,pglib_opf_case6468_rte.m,pglib_opf_case6468_rte.m,ExaModels,49734,82405,327608,417210,1.8e-8,0.000671978,1.4429e-5,0.001324316,0.00152686,1.4936e-5,0.00154683,0.001450468,0.041890723
